indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173
671;02/10/2022;16:44:59;12783,81;11,49;6256,64;5000,22;65,92;91,86
672;02/10/2022;16:46:29;12895,07;11,45;6268,33;5013,88;114,88;94,80
673;02/10/2022;16:47:59;13119,28;11,44;6277,46;5019,44;201,71;192,00
674;02/10/2022;16:49:29;12962,67;11,47;6294,78;5026,89;93,78;111,89
675;02/10/2022;16:50:59;12094,45;11,60;5470,33;5109,11;176,72;140,63
676;02/10/2022;16:52:29;11817,94;11,62;5719,81;4663,67;72,25;69,88
677;02/10/2022;16:53:59;11632,64;11,67;6270,13;3637,56;123,00;100,38
678;02/10/2022;16:55:29;11655,31;11,68;6292,07;3627,00;214,88;163,25
679;02/10/2022;16:56:59;10950,94;11,81;5093,08;3563,78;560,50;184,78
680;02/10/2022;16:58:29;8571,59;12,20;2770,38;3583,00;167,35;127,33
681;02/10/2022;16:59:59;8173,23;12,37;2780,44;3551,67;131,23;112,86
682;02/10/2022;17:01:29;8087,50;12,47;2778,58;3556,78;138,69;130,37
683;02/10/2022;17:02:59;8278,63;12,47;2923,23;3533,56;221,12;104,00
684;02/10/2022;17:04:29;9399,11;12,33;4164,24;3581,89;238,29;209,67
685;02/10/2022;17:05:59;7583,13;12,69;1772,73;3688,78;201,64;139,13
686;02/10/2022;17:07:29;5567,61;13,26;20,00;2977,89;260,78;166,67
687;02/10/2022;17:08:59;3720,27;13,95;0,00;896,88;282,50;169,75
688;02/10/2022;17:10:29;3196,12;14,71;0,00;133,50;423,22;179,89
689;02/10/2022;17:11:59;2566,75;15,23;0,00;0,00;208,75;282,50
690;02/10/2022;17:13:29;1258,00;15,28;0,00;0,00;105,18;85,88
691;02/10/2022;17:14:59;1618,93;15,25;196,91;11,93;124,57;98,89
692;02/10/2022;17:16:29;1273,14;15,23;393,82;23,86;87,80;82,50
693;02/10/2022;17:17:59;1959,53;15,12;590,72;35,79;271,26;119,14
694;02/10/2022;17:19:29;1915,62;15,29;787,63;47,71;124,93;185,88
695;02/10/2022;17:20:59;1496,00;15,19;984,54;59,64;57,43;195,11
696;02/10/2022;17:22:29;1825,41;15,17;1181,45;71,57;127,47;232,20
697;02/10/2022;17:23:59;1798,62;15,26;1378,36;83,50;163,00;115,43
698;02/10/2022;17:25:29;1766,73;15,20;1575,27;3,40;267,79;107,17
699;02/10/2022;17:26:59;3239,86;15,09;1772,18;6,80;91,57;206,70
700;02/10/2022;17:28:29;4065,08;14,85;2554,85;10,20;52,50;210,11
701;02/10/2022;17:29:59;4115,54;14,77;2530,14;13,60;90,59;98,14
702;02/10/2022;17:31:29;4219,27;14,73;2567,83;17,00;103,71;102,71
703;02/10/2022;17:32:59;4755,18;14,64;2843,69;20,40;212,50;83,57
704;02/10/2022;17:34:29;5641,60;14,40;4149,76;23,80;81,70;61,00
705;02/10/2022;17:35:59;7407,06;13,98;5891,00;27,20;0,00;166,67
706;02/10/2022;17:37:29;7566,63;13,62;6335,63;30,60;54,00;15,50
707;02/10/2022;17:38:59;7816,25;13,41;6368,18;34,00;57,25;64,29
708;02/10/2022;17:40:29;7655,31;13,10;6341,60;37,40;147,12;19,50
709;02/10/2022;17:41:59;7645,73;12,84;6342,67;40,80;0,00;52,11
710;02/10/2022;17:43:29;7207,88;12,75;5538,82;44,20;119,09;190,90
711;02/10/2022;17:44:59;7215,61;12,72;4673,46;1341,00;88,33;122,11
712;02/10/2022;17:46:29;8416,81;12,50;4447,20;2629,43;114,50;68,22
713;02/10/2022;17:47:59;8337,28;12,39;4409,59;2354,50;198,19;60,62
714;02/10/2022;17:49:29;9929,00;12,16;3454,00;4994,75;140,11;94,67
715;02/10/2022;17:50:59;9928,33;12,11;4578,24;3706,80;265,86;150,83
716;02/10/2022;17:52:29;8033,72;12,57;4709,33;784,56;200,83;244,89
717;02/10/2022;17:53:59;7539,70;12,76;4582,93;786,75;260,00;117,50
718;02/10/2022;17:55:29;7533,00;12,83;3380,06;2241,11;265,84;100,25
719;02/10/2022;17:56:59;5377,94;13,22;981,13;2066,14;198,76;138,00
720;02/10/2022;17:58:29;6495,41;13,05;887,50;4015,70;44,67;27,00
721;02/10/2022;17:59:59;7751,00;12,61;1693,43;4856,22;56,84;180,25
722;02/10/2022;18:01:29;8889,88;12,21;2719,33;4975,67;113,67;0,00
723;02/10/2022;18:02:59;8351,22;12,17;1252,17;5046,25;284,22;94,00
724;02/10/2022;18:04:29;7714,92;12,25;774,10;5072,67;172,28;110,43
725;02/10/2022;18:05:59;7103,00;12,41;448,16;5065,67;159,29;111,14
726;02/10/2022;18:07:29;7490,08;12,42;896,30;5009,88;66,77;236,43
727;02/10/2022;18:08:59;7042,00;12,47;957,71;4206,75;138,75;163,56
728;02/10/2022;18:10:29;7014,88;12,55;1499,69;3605,20;226,40;126,67
729;02/10/2022;18:11:59;7553,67;12,40;2566,00;3575,00;39,29;89,87
730;02/10/2022;18:13:29;7679,00;12,35;2492,80;3605,90;74,79;93,89
731;02/10/2022;18:14:59;8031,00;12,27;3029,13;3497,00;92,17;102,11
732;02/10/2022;18:16:29;9315,75;12,06;4335,28;3583,10;127,00;172,11
733;02/10/2022;18:17:59;10433,00;11,84;5145,50;3425,50;161,67;58,00
734;02/10/2022;18:19:29;11195,25;11,67;6249,81;3525,33;52,42;84,62
735;02/10/2022;18:20:59;11374,23;11,63;6274,21;3555,11;83,29;91,13
736;02/10/2022;18:22:29;11463,20;11,60;6281,17;3599,30;85,00;117,63
737;02/10/2022;18:23:59;11549,67;11,57;6284,31;3607,50;96,31;200,75
738;02/10/2022;18:25:29;10326,94;11,79;6379,20;1965,22;298,59;131,44
739;02/10/2022;18:26:59;9049,19;12,04;6391,69;761,11;136,14;114,67
740;02/10/2022;18:28:29;8168,82;12,27;6225,44;212,00;156,19;124,89
741;02/10/2022;18:29:59;7065,63;12,55;4583,50;680,80;147,94;126,50
742;02/10/2022;18:31:29;7634,57;12,69;4673,31;812,33;150,87;241,11
743;02/10/2022;18:32:59;8354,81;12,58;4512,93;2394,33;191,25;163,00
744;02/10/2022;18:34:29;8421,00;12,50;4332,50;2562,44;85,58;90,11
745;02/10/2022;18:35:59;9507,50;12,23;4025,21;4555,78;113,67;58,50
746;02/10/2022;18:37:29;7513,44;12,73;3855,22;995,56;219,27;170,88
747;02/10/2022;18:38:59;7608,65;12,84;4685,91;754,00;135,21;235,50
748;02/10/2022;18:40:29;8135,38;12,74;4541,27;1480,88;241,58;88,43
749;02/10/2022;18:41:59;8200,94;12,60;3739,18;2543,00;162,44;94,29
750;02/10/2022;18:43:29;7167,78;12,91;2906,69;1419,50;320,22;140,63
751;02/10/2022;18:44:59;6916,18;13,02;3499,59;1017,13;247,44;103,11
752;02/10/2022;18:46:29;8269,84;12,63;2227,60;4754,33;0,00;136,13
753;02/10/2022;18:47:59;7649,08;12,40;912,70;4989,56;153,38;111,67
754;02/10/2022;18:49:29;5827,17;12,63;1001,94;2816,67;215,35;147,00
755;02/10/2022;18:50:59;4220,18;13,02;296,00;1571,11;179,46;116,78
756;02/10/2022;18:52:29;6560,07;12,76;125,28;4941,56;13,67;64,60
757;02/10/2022;18:53:59;6763,82;12,61;250,57;4977,56;96,75;175,89
758;02/10/2022;18:55:29;6778,46;12,55;375,86;5022,67;221,16;155,22
759;02/10/2022;18:56:59;6889,67;12,50;501,14;5001,00;206,76;97,44
760;02/10/2022;18:58:29;7009,64;12,46;626,43;5018,00;184,21;102,29
761;02/10/2022;18:59:59;7037,00;12,45;751,71;5021,38;139,53;108,75
762;02/10/2022;19:01:29;6837,20;12,49;877,00;4376,78;231,47;185,89
763;02/10/2022;19:02:59;6772,75;12,58;934,36;3654,44;236,68;157,56
764;02/10/2022;19:04:29;6500,69;12,67;940,55;3532,67;108,17;114,50
765;02/10/2022;19:05:59;6557,47;12,71;944,42;3562,11;105,33;104,17
766;02/10/2022;19:07:29;6461,44;12,77;942,29;3598,17;114,46;106,00
767;02/10/2022;19:08:59;6041,44;12,90;643,56;3620,11;141,40;158,13
768;02/10/2022;19:10:29;5665,44;13,05;0,00;3528,00;131,94;203,56
769;02/10/2022;19:11:59;5746,79;13,14;0,00;3580,00;123,00;108,17
770;02/10/2022;19:13:29;5788,93;13,24;0,00;3572,33;116,94;118,00
771;02/10/2022;19:14:59;5870,80;13,30;0,00;3640,25;119,50;131,13
772;02/10/2022;19:16:29;5874,60;13,37;0,00;3649,63;121,36;107,83
773;02/10/2022;19:17:59;6145,19;13,47;0,00;3677,38;138,73;245,89
774;02/10/2022;19:19:29;5225,19;13,85;0,00;2425,63;224,60;158,86
775;02/10/2022;19:20:59;3818,46;14,48;0,00;901,88;260,86;168,40
776;02/10/2022;19:22:29;3377,13;15,01;0,00;608,11;223,06;150,63
777;02/10/2022;19:23:59;2805,24;15,24;0,00;606,50;145,11;120,56
778;02/10/2022;19:25:29;3825,65;15,28;0,00;1519,56;173,47;198,67
779;02/10/2022;19:26:59;5629,44;14,32;0,00;4977,67;1,63;17,50
780;02/10/2022;19:28:29;7244,31;14,32;0,00;5081,89;3,25;106,60
781;02/10/2022;19:29:59;6791,29;14,19;0,00;5018,89;4,88;65,00
782;02/10/2022;19:31:29;6347,57;13,87;0,00;5011,00;6,50;29,50
783;02/10/2022;19:32:59;6545,56;13,63;0,00;4996,20;8,13;139,13
784;02/10/2022;19:34:29;6455,14;13,32;0,00;4985,75;9,75;145,00
785;02/10/2022;19:35:59;6506,13;13,03;0,00;4982,22;11,38;19,29
786;02/10/2022;19:37:29;6566,79;12,81;0,00;4984,33;13,00;80,50
787;02/10/2022;19:38:59;5686,60;12,87;0,00;3869,80;133,80;115,50
788;02/10/2022;19:40:29;5661,15;12,93;0,00;3639,25;111,46;112,63
789;02/10/2022;19:41:59;5667,00;12,95;0,00;3618,60;109,08;220,30
790;02/10/2022;19:43:29;5488,38;13,06;0,00;3507,56;128,67;139,56
791;02/10/2022;19:44:59;5581,47;13,09;0,00;3596,10;107,31;108,86
792;02/10/2022;19:46:29;5705,00;13,12;0,00;3604,00;121,36;114,44
793;02/10/2022;19:47:59;5621,41;13,18;0,00;3526,78;116,38;107,67
794;02/10/2022;19:49:29;5656,47;13,19;0,00;3576,13;105,75;219,13
795;02/10/2022;19:50:59;5580,93;13,30;0,00;3604,56;146,63;144,44
796;02/10/2022;19:52:29;5422,94;13,44;0,00;3604,33;132,33;108,17
797;02/10/2022;19:53:59;5397,21;13,53;0,00;3599,33;125,27;107,86
798;02/10/2022;19:55:29;5690,50;13,69;0,00;3688,78;157,47;121,56
799;02/10/2022;19:56:59;5561,77;13,82;0,00;3669,44;129,25;157,56
800;02/10/2022;19:58:29;5603,24;13,90;0,00;3672,75;136,44;208,33
801;02/10/2022;19:59:59;5497,57;14,00;0,00;3674,78;134,13;114,88
802;02/10/2022;20:01:29;5733,86;14,19;0,00;3686,44;160,31;133,43
803;02/10/2022;20:02:59;5701,31;14,38;0,00;3687,33;157,77;132,78
804;02/10/2022;20:04:29;5622,86;14,53;0,00;3693,13;138,69;136,11
805;02/10/2022;20:05:59;5209,42;14,68;0,00;3261,11;179,80;244,75
806;02/10/2022;20:07:29;3048,94;15,04;0,00;866,63;185,89;139,56
807;02/10/2022;20:08:59;2762,00;15,27;0,00;706,33;200,00;139,10
808;02/10/2022;20:10:29;1683,44;15,35;0,00;405,20;98,75;84,13
809;02/10/2022;20:11:59;2221,53;15,03;0,00;795,33;56,67;69,00
810;02/10/2022;20:13:29;5883,69;14,60;0,00;4782,20;0,00;155,80
811;02/10/2022;20:14:59;6081,38;14,24;0,00;5028,11;9,81;20,33
812;02/10/2022;20:16:29;6251,83;13,96;0,00;5052,00;19,63;40,67
813;02/10/2022;20:17:59;6339,83;13,76;0,00;5017,33;29,44;82,29
814;02/10/2022;20:19:29;6251,36;13,55;0,00;4994,50;39,26;48,50
815;02/10/2022;20:20:59;6214,79;13,25;0,00;5008,10;49,07;197,67
816;02/10/2022;20:22:29;6408,20;13,10;0,00;4999,75;58,89;86,50
817;02/10/2022;20:23:59;6317,77;12,93;0,00;4993,00;41,95;86,00
818;02/10/2022;20:25:29;6471,73;12,81;0,00;5015,60;83,90;93,86
819;02/10/2022;20:26:59;6059,37;12,85;0,00;4324,86;131,00;110,33
820;02/10/2022;20:28:29;5564,67;12,98;0,00;3653,89;129,46;240,89
821;02/10/2022;20:29:59;5455,87;13,09;0,00;3646,88;137,54;123,50
822;02/10/2022;20:31:29;5342,94;13,25;0,00;3526,44;147,33;121,29
823;02/10/2022;20:32:59;5399,92;13,37;0,00;3626,86;135,54;120,83
824;02/10/2022;20:34:29;5469,50;13,52;0,00;3634,33;148,43;126,00
825;02/10/2022;20:35:59;5520,75;13,67;0,00;3561,50;141,42;230,67
826;02/10/2022;20:37:29;5305,47;13,73;0,00;3607,87;123,29;132,50
827;02/10/2022;20:38:59;5306,57;13,82;0,00;3619,44;127,38;113,00
828;02/10/2022;20:40:29;5313,85;13,87;0,00;3617,75;129,14;113,50
829;02/10/2022;20:41:59;5457,06;14,01;0,00;3625,11;147,40;121,44
830;02/10/2022;20:43:29;5763,54;14,21;0,00;3700,75;157,91;248,38
831;02/10/2022;20:44:59;5668,64;14,38;0,00;3709,33;160,29;172,88
832;02/10/2022;20:46:29;5649,87;14,60;0,00;3698,25;163,41;131,50
833;02/10/2022;20:47:59;5384,93;14,70;0,00;3693,57;126,43;114,57
834;02/10/2022;20:49:29;5583,77;14,77;0,00;3739,56;124,31;118,10
835;02/10/2022;20:50:59;5754,69;14,58;0,00;4501,56;44,57;123,75
836;02/10/2022;20:52:29;6378,12;14,35;0,00;4991,22;120,29;137,11
837;02/10/2022;20:53:59;4989,11;14,55;0,00;3277,89;180,83;130,25
838;02/10/2022;20:55:29;2670,20;14,75;0,00;836,00;152,18;124,22
839;02/10/2022;20:56:59;2730,75;15,01;0,00;853,63;166,64;136,44
840;02/10/2022;20:58:29;1962,33;14,94;0,00;695,44;87,44;125,87
841;02/10/2022;20:59:59;2195,07;15,13;0,00;6,00;197,50;227,56
842;02/10/2022;21:01:29;1203,57;15,20;0,00;15,25;93,90;80,63
843;02/10/2022;21:02:59;1449,00;15,12;0,00;30,50;148,54;111,71
844;02/10/2022;21:04:29;1703,73;15,30;0,00;45,75;146,44;123,38
845;02/10/2022;21:05:59;1458,08;15,28;0,00;61,00;100,71;170,33
846;02/10/2022;21:07:29;1497,69;15,23;0,00;76,25;130,76;221,75
847;02/10/2022;21:08:59;1712,80;15,24;0,00;91,50;154,65;132,89
848;02/10/2022;21:10:29;1345,31;15,36;0,00;106,75;130,19;114,00
849;02/10/2022;21:11:59;1500,42;15,25;0,00;122,00;170,00;137,00
850;02/10/2022;21:13:29;2553,29;15,38;0,00;835,20;129,42;161,50
851;02/10/2022;21:14:59;3146,39;15,17;1,72;2060,78;74,25;207,50
852;02/10/2022;21:16:29;5848,28;14,54;3,44;5042,22;21,00;84,25
853;02/10/2022;21:17:59;6521,20;14,46;5,17;5068,88;42,00;145,56
854;02/10/2022;21:19:29;6316,42;14,25;6,89;5045,38;63,00;128,00
855;02/10/2022;21:20:59;6498,71;14,10;8,61;5051,56;84,00;97,88
856;02/10/2022;21:22:29;6734,87;14,04;10,33;5053,00;89,94;255,89
857;02/10/2022;21:23:59;6332,22;13,85;12,06;5036,89;73,25;86,56
858;02/10/2022;21:25:29;7002,79;13,93;13,78;5083,75;142,63;120,20
859;02/10/2022;21:26:59;6772,21;13,99;15,50;5066,40;116,56;123,75
860;02/10/2022;21:28:29;6708,47;13,94;17,22;5052,33;113,85;104,60
861;02/10/2022;21:29:59;6992,71;14,04;18,94;5055,38;118,76;254,50
862;02/10/2022;21:31:29;6705,93;14,03;20,67;5044,00;111,62;113,10
863;02/10/2022;21:32:59;6859,56;14,00;22,39;5041,50;161,31;108,63
864;02/10/2022;21:34:29;6867,46;14,08;24,11;5054,20;122,71;114,29
865;02/10/2022;21:35:59;6789,69;14,09;25,83;5056,29;109,46;104,71
866;02/10/2022;21:37:29;6846,71;14,09;27,56;5048,70;104,92;196,75
867;02/10/2022;21:38:59;6865,91;14,09;29,28;5061,29;119,85;157,50
868;02/10/2022;21:40:29;6602,20;14,08;31,00;5036,38;93,62;83,14
869;02/10/2022;21:41:59;6259,00;13,87;0,00;4979,89;25,33;35,75
870;02/10/2022;21:43:29;3469,86;14,13;0,00;1443,11;212,75;138,00
871;02/10/2022;21:44:59;3346,07;14,34;0,00;843,30;172,41;208,33
872;02/10/2022;21:46:29;3382,37;14,65;0,00;851,14;176,29;197,25
873;02/10/2022;21:47:59;3073,86;14,76;0,00;829,00;131,57;115,50
874;02/10/2022;21:49:29;2985,20;14,81;0,00;822,63;122,67;108,63
875;02/10/2022;21:50:59;3017,81;14,93;0,00;846,57;148,00;134,86
876;02/10/2022;21:52:29;2544,62;14,94;0,00;805,00;75,31;117,44
877;02/10/2022;21:53:59;3107,59;14,95;0,00;838,75;138,41;226,11
878;02/10/2022;21:55:29;3448,89;14,86;0,00;1494,44;111,31;109,87
879;02/10/2022;21:56:59;5990,47;14,37;0,00;4472,20;37,00;103,60
880;02/10/2022;21:58:29;5557,87;14,44;0,00;3685,00;99,00;104,88
881;02/10/2022;21:59:59;5035,50;14,31;0,00;3648,78;50,43;63,25
882;02/10/2022;22:01:29;5787,73;14,30;0,00;3693,00;120,59;108,63
883;02/10/2022;22:02:59;5661,00;14,25;0,00;3670,57;76,44;150,63
884;02/10/2022;22:04:29;5745,36;14,15;0,00;3675,44;99,27;177,33
885;02/10/2022;22:05:59;5850,42;14,19;0,00;3692,89;119,81;109,75
886;02/10/2022;22:07:29;5766,79;14,19;0,00;3684,67;108,20;103,50
887;02/10/2022;22:08:59;6348,67;14,08;0,00;4435,38;81,83;67,00
888;02/10/2022;22:10:29;6946,29;13,88;0,00;5035,67;102,80;85,38
889;02/10/2022;22:11:59;5217,76;13,97;0,00;3180,89;216,82;127,22
890;02/10/2022;22:13:29;3622,08;14,51;0,00;668,78;301,71;242,25
891;02/10/2022;22:14:59;3101,74;15,14;0,00;3,33;260,39;225,82
892;02/10/2022;22:16:29;2235,29;15,37;0,00;83,29;145,73;124,78
893;02/10/2022;22:17:59;1980,29;15,43;0,00;166,57;131,50;114,14
894;02/10/2022;22:19:29;1945,85;15,47;0,00;249,86;126,91;113,17
895;02/10/2022;22:20:59;1866,82;15,48;0,00;333,15;118,55;113,56
896;02/10/2022;22:22:29;1931,60;15,46;0,00;416,43;158,13;142,89
897;02/10/2022;22:23:59;1973,08;15,30;0,00;499,72;72,25;139,33
898;02/10/2022;22:25:29;2095,50;15,04;0,00;583,00;62,75;128,20
899;02/10/2022;22:26:59;3112,72;14,88;0,00;888,89;164,27;122,50
900;02/10/2022;22:28:29;4524,71;14,88;0,00;2486,25;69,00;76,50
901;02/10/2022;22:29:59;4101,17;14,56;0,00;2506,89;45,00;39,00
902;02/10/2022;22:31:29;4903,44;14,58;0,00;2811,63;135,29;113,12
903;02/10/2022;22:32:59;3780,94;14,66;0,00;1968,89;160,42;165,11
904;02/10/2022;22:34:29;3444,72;14,58;0,00;1197,00;157,79;155,13
905;02/10/2022;22:35:59;3360,73;14,86;0,00;846,14;172,56;153,89
906;02/10/2022;22:37:29;3095,33;14,90;0,00;808,75;115,35;105,63
907;02/10/2022;22:38:59;3811,53;14,78;0,00;1993,44;77,83;62,63
908;02/10/2022;22:40:29;4769,25;14,64;0,00;2586,70;95,46;88,89
909;02/10/2022;22:41:59;3382,81;14,70;0,00;1312,56;136,60;136,38
910;02/10/2022;22:43:29;4408,22;14,67;0,00;1903,44;92,60;132,67
911;02/10/2022;22:44:59;6633,92;14,41;0,00;4484,60;0,00;121,13
912;02/10/2022;22:46:29;6836,33;14,05;0,00;5037,44;39,25;24,00
913;02/10/2022;22:47:59;6982,81;13,88;0,00;5048,00;78,50;124,75
914;02/10/2022;22:49:29;6838,19;13,81;0,00;5048,00;122,53;101,80
915;02/10/2022;22:50:59;6622,83;13,66;0,00;5018,13;96,37;103,29
916;02/10/2022;22:52:29;6596,70;13,46;0,00;5025,22;49,25;149,44
917;02/10/2022;22:53:59;6628,00;13,30;0,00;5027,62;85,94;102,75
918;02/10/2022;22:55:29;6951,06;13,23;0,00;5037,43;158,44;152,00
919;02/10/2022;22:56:59;7121,79;13,31;0,00;5053,67;183,82;124,57
920;02/10/2022;22:58:29;6970,47;13,33;0,00;5052,44;156,73;109,43
921;02/10/2022;22:59:59;7029,21;13,38;0,00;5038,14;176,81;114,25
922;02/10/2022;23:01:29;6941,36;13,37;0,00;5032,13;141,18;160,88
923;02/10/2022;23:02:59;6974,85;13,34;0,00;5033,25;169,67;128,00
924;02/10/2022;23:04:29;6931,07;13,37;0,00;5032,75;160,06;169,67
925;02/10/2022;23:05:59;6394,79;13,18;0,00;4972,11;81,92;79,86
926;02/10/2022;23:07:29;5679,94;13,13;0,00;3823,71;191,39;112,38
927;02/10/2022;23:08:59;5476,15;13,16;0,00;3601,78;180,71;111,11
928;02/10/2022;23:10:29;5390,25;13,17;0,00;3493,33;146,50;166,75
929;02/10/2022;23:11:59;5423,57;13,17;0,00;3602,67;118,75;130,75
930;02/10/2022;23:13:29;5348,67;13,21;0,00;3536,89;127,79;162,11
931;02/10/2022;23:14:59;3744,33;13,60;0,00;922,11;250,00;160,56
932;02/10/2022;23:16:29;3567,00;13,92;7,03;844,88;206,80;142,00
933;02/10/2022;23:17:59;3449,00;14,17;14,07;835,11;163,56;165,57
934;02/10/2022;23:19:29;3652,75;14,38;21,10;857,60;182,94;180,13
935;02/10/2022;23:20:59;3615,00;14,70;28,13;858,50;178,27;171,00
936;02/10/2022;23:22:29;3460,08;14,82;35,17;833,44;138,93;160,56
937;02/10/2022;23:23:59;3147,46;14,83;42,20;813,14;110,08;116,50
938;02/10/2022;23:25:29;3414,87;14,92;49,23;842,71;147,13;128,11
939;02/10/2022;23:26:59;3256,29;15,06;56,27;841,86;147,75;186,75
940;02/10/2022;23:28:29;3123,11;14,68;63,30;1564,89;100,57;87,20
941;02/10/2022;23:29:59;5056,38;14,72;70,33;2317,00;212,00;216,38
942;02/10/2022;23:31:29;3312,78;15,07;77,37;790,30;170,50;155,50
943;02/10/2022;23:32:59;2387,00;14,96;84,40;791,33;84,33;79,29
944;02/10/2022;23:34:29;3578,69;15,20;91,43;879,00;190,24;159,44
945;02/10/2022;23:35:59;2897,56;15,20;98,47;775,11;102,08;143,89
946;02/10/2022;23:37:29;2885,25;14,88;105,50;703,78;165,14;137,43
947;02/10/2022;23:38:59;3744,83;15,29;112,53;896,00;205,50;188,67
948;02/10/2022;23:40:29;2883,12;15,41;119,57;589,11;127,53;123,22
949;02/10/2022;23:41:59;2189,73;15,36;126,60;0,00;99,78;157,00
950;02/10/2022;23:43:29;2225,00;15,44;133,63;0,00;186,73;182,63
951;02/10/2022;23:44:59;1574,43;15,41;140,67;0,00;151,71;102,78
952;02/10/2022;23:46:29;2490,67;15,23;140,67;0,00;351,40;199,00
953;02/10/2022;23:47:59;2615,65;15,74;140,67;0,00;248,29;158,56
954;02/10/2022;23:49:29;951,78;15,47;140,67;0,00;115,43;62,50
955;02/10/2022;23:50:59;2314,00;15,34;140,67;0,00;252,55;219,43
956;02/10/2022;23:52:29;2160,28;15,81;140,67;0,00;164,53;163,44
957;02/10/2022;23:53:59;125,43;15,40;140,67;0,00;71,15;105,56
958;02/10/2022;23:55:29;1878,95;15,25;140,67;0,00;142,29;111,13
959;02/10/2022;23:56:59;2033,36;15,30;140,67;0,00;143,33;113,88
960;02/10/2022;23:58:29;1719,33;15,07;140,67;0,00;100,86;69,86
