indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173
25;02/10/2022;0:35:59;9591,50;12,27;3560,53;3595,88;130,41;137,13
26;02/10/2022;0:37:29;9922,82;12,31;4552,92;3637,11;108,78;104,88
27;02/10/2022;0:38:59;10049,13;12,28;4603,67;3609,89;214,22;88,22
28;02/10/2022;0:40:29;7599,44;12,71;3041,21;1885,33;248,00;163,22
29;02/10/2022;0:41:59;6166,38;13,15;2817,64;839,25;205,31;150,67
30;02/10/2022;0:43:29;5919,88;13,49;2849,79;829,00;190,67;137,40
31;02/10/2022;0:44:59;5480,81;13,81;1850,29;846,25;264,35;267,56
32;02/10/2022;0:46:29;5839,60;14,05;2811,15;812,25;295,18;143,63
33;02/10/2022;0:47:59;4213,06;14,52;1262,00;529,25;254,50;169,13
34;02/10/2022;0:49:29;3071,44;15,00;884,63;176,00;203,33;151,50
35;02/10/2022;0:50:59;2710,60;15,05;776,80;796,67;87,53;88,33
36;02/10/2022;0:52:29;3331,18;14,88;980,64;780,33;240,90;81,71
37;02/10/2022;0:53:59;5320,69;14,62;2157,00;1816,44;165,43;79,33
38;02/10/2022;0:55:29;6149,08;14,23;2543,06;2488,00;31,67;232,38
39;02/10/2022;0:56:59;6375,29;13,99;2523,59;2577,89;63,33;69,38
40;02/10/2022;0:58:29;5189,00;14,04;2558,38;860,63;128,20;106,00
41;02/10/2022;0:59:59;5673,80;14,00;2240,75;1756,50;228,38;71,71
42;02/10/2022;1:01:29;6467,00;13,70;2720,38;2720,33;76,58;80,86
43;02/10/2022;1:02:59;4933,50;13,71;989,23;2365,75;106,50;100,00
44;02/10/2022;1:04:29;6350,28;13,50;1911,53;3053,33;116,17;101,33
45;02/10/2022;1:05:59;8141,77;12,92;2484,73;4893,22;68,77;138,14
46;02/10/2022;1:07:29;8496,81;12,53;2492,15;4973,00;137,54;41,94
47;02/10/2022;1:08:59;8659,06;12,29;2340,06;5007,88;66,67;83,88
48;02/10/2022;1:10:29;11246,28;11,84;5452,81;4943,22;20,67;26,14
49;02/10/2022;1:11:59;12708,00;11,61;6254,06;5020,11;41,33;84,33
50;02/10/2022;1:13:29;13027,94;11,66;6292,28;5029,80;98,29;105,88
51;02/10/2022;1:14:59;13180,38;11,64;6299,83;5037,63;216,50;217,57
52;02/10/2022;1:16:29;13016,75;11,67;6308,33;5041,63;98,25;110,00
53;02/10/2022;1:17:59;10919,94;11,94;4793,06;4397,38;197,27;158,11
54;02/10/2022;1:19:29;10743,71;11,99;5371,40;3670,38;152,06;117,33
55;02/10/2022;1:20:59;10068,11;12,13;4521,13;3641,33;185,00;104,11
56;02/10/2022;1:22:29;10167,00;12,23;4541,91;3638,44;253,12;109,25
57;02/10/2022;1:23:59;9327,71;12,40;3751,06;3651,67;147,12;172,78
58;02/10/2022;1:25:29;8509,38;12,61;2798,75;3643,33;193,00;195,56
59;02/10/2022;1:26:59;7777,76;12,82;1990,29;3637,56;189,69;118,86
60;02/10/2022;1:28:29;7764,60;12,94;2123,94;3659,25;210,00;119,75
61;02/10/2022;1:29:59;6875,31;13,20;952,85;3664,13;288,06;128,40
62;02/10/2022;1:31:29;5311,53;13,52;68,00;3168,89;208,44;142,33
63;02/10/2022;1:32:59;3271,13;13,95;0,00;860,56;208,93;149,78
64;02/10/2022;1:34:29;3111,73;14,25;0,00;843,56;175,35;248,00
65;02/10/2022;1:35:59;2835,12;14,51;0,00;517,56;303,56;145,56
66;02/10/2022;1:37:29;2846,25;14,92;0,00;600,75;329,35;145,78
67;02/10/2022;1:38:59;2470,18;14,93;0,00;801,78;122,94;98,78
68;02/10/2022;1:40:29;3706,06;14,99;0,00;1798,75;128,07;118,38
69;02/10/2022;1:41:59;3788,69;14,79;0,00;2555,00;53,57;78,40
70;02/10/2022;1:43:29;4777,60;14,56;0,00;3075,40;150,67;168,71
71;02/10/2022;1:44:59;6207,92;14,33;66,50;4881,56;243,29;148,75
72;02/10/2022;1:46:29;3395,06;14,58;264,78;1014,11;252,24;147,56
73;02/10/2022;1:47:59;3630,22;14,75;529,56;1764,78;106,37;105,13
74;02/10/2022;1:49:29;4533,00;14,59;794,33;2781,67;13,33;56,90
75;02/10/2022;1:50:59;5058,07;14,55;990,23;2403,22;129,87;101,67
76;02/10/2022;1:52:29;6015,89;14,19;1787,18;3207,44;148,94;58,40
77;02/10/2022;1:53:59;7904,73;13,89;2578,18;3699,38;153,24;213,88
78;02/10/2022;1:55:29;8124,00;13,53;2475,86;4689,78;66,20;72,57
79;02/10/2022;1:56:59;8250,47;12,95;2469,63;4988,25;46,68;44,17
80;02/10/2022;1:58:29;8424,93;12,68;2144,41;5006,38;93,36;88,33
81;02/10/2022;1:59:59;7666,80;12,63;944,55;4989,90;224,56;97,67
82;02/10/2022;2:01:29;7891,71;12,56;1223,58;4989,67;144,13;84,33
83;02/10/2022;2:02:59;8898,47;12,35;2536,81;4996,33;67,13;122,43
84;02/10/2022;2:04:29;9385,06;12,30;2507,87;5036,56;162,75;177,25
85;02/10/2022;2:05:59;9443,57;12,34;2538,63;5044,25;132,88;101,63
86;02/10/2022;2:07:29;9517,82;12,34;2388,23;5024,78;202,67;82,80
87;02/10/2022;2:08:59;11828,35;11,81;6160,29;4930,89;0,00;0,00
88;02/10/2022;2:10:29;12723,53;11,60;6261,29;5016,44;52,00;79,00
89;02/10/2022;2:11:59;13020,17;11,57;6280,07;5028,88;90,50;98,71
90;02/10/2022;2:13:29;13440,78;11,57;6306,76;5049,80;120,07;205,20
91;02/10/2022;2:14:59;13394,47;11,64;6345,07;5041,38;173,06;127,11
92;02/10/2022;2:16:29;11586,81;11,87;6403,56;2554,78;272,69;146,25
93;02/10/2022;2:17:59;7750,67;12,36;4996,87;784,78;250,29;131,00
94;02/10/2022;2:19:29;7737,39;12,46;5028,78;757,38;140,69;111,22
95;02/10/2022;2:20:59;6583,69;12,69;4546,88;70,33;148,94;114,44
96;02/10/2022;2:22:29;7121,06;12,67;4551,72;659,50;106,65;210,78
97;02/10/2022;2:23:59;7381,88;12,66;4652,87;745,13;210,82;132,33
98;02/10/2022;2:25:29;7071,59;12,69;2775,93;2173,67;88,72;111,00
99;02/10/2022;2:26:59;6926,41;12,76;1982,33;2558,33;128,56;111,56
100;02/10/2022;2:28:29;7055,29;12,76;1904,79;2841,67;84,91;82,78
101;02/10/2022;2:29:59;7291,63;12,73;981,00;4452,22;249,86;103,75
102;02/10/2022;2:31:29;4955,50;13,17;1025,67;848,78;352,00;249,89
103;02/10/2022;2:32:59;5324,88;13,33;1047,13;1866,44;151,11;152,33
104;02/10/2022;2:34:29;6094,56;13,34;975,86;2762,78;159,94;115,56
105;02/10/2022;2:35:59;5278,00;13,45;990,75;2057,86;201,06;129,78
106;02/10/2022;2:37:29;6185,67;13,42;740,82;3658,89;108,31;60,75
107;02/10/2022;2:38:59;6370,89;13,35;226,48;4546,56;250,72;73,33
108;02/10/2022;2:40:29;6772,57;13,26;452,97;5032,56;92,76;187,57
109;02/10/2022;2:41:59;6604,00;13,18;679,45;5019,56;69,57;129,67
110;02/10/2022;2:43:29;7383,75;13,02;905,93;5003,18;100,17;71,90
111;02/10/2022;2:44:59;7620,86;12,85;930,78;4987,71;27,25;73,67
112;02/10/2022;2:46:29;8561,41;12,64;1445,88;4965,78;247,81;54,00
113;02/10/2022;2:47:59;9595,94;12,44;2576,22;5014,50;141,69;77,11
114;02/10/2022;2:49:29;9559,00;12,44;2139,21;5052,22;120,59;209,00
115;02/10/2022;2:50:59;8866,28;12,64;1335,31;5055,33;135,71;142,11
116;02/10/2022;2:52:29;9572,21;12,53;2561,20;4976,63;66,00;87,57
117;02/10/2022;2:53:59;9490,50;12,45;2474,56;4975,88;205,18;91,56
118;02/10/2022;2:55:29;8605,06;12,68;1086,00;5097,11;195,73;138,50
119;02/10/2022;2:56:59;9074,40;12,63;2331,36;4981,22;28,67;86,38
120;02/10/2022;2:58:29;9593,24;12,50;2556,38;4961,67;43,25;199,67
121;02/10/2022;2:59:59;9509,46;12,46;2750,41;4582,44;106,91;101,44
122;02/10/2022;3:01:29;10048,28;12,30;4513,00;3541,00;228,47;79,67
123;02/10/2022;3:02:59;7497,53;12,79;1285,93;3428,56;305,20;174,44
124;02/10/2022;3:04:29;4771,28;13,19;1261,75;811,00;162,88;131,67
125;02/10/2022;3:05:59;5113,63;13,29;2578,19;461,44;142,71;119,25
126;02/10/2022;3:07:29;6934,94;13,03;5071,43;498,75;55,00;184,67
127;02/10/2022;3:08:59;7107,74;12,75;5044,56;648,78;125,44;135,00
128;02/10/2022;3:10:29;9563,65;12,21;6284,18;1933,44;36,11;36,92
129;02/10/2022;3:11:59;10234,94;11,91;6287,80;2437,78;72,22;73,83
130;02/10/2022;3:13:29;10570,56;11,82;6300,77;2376,44;108,33;93,10
131;02/10/2022;3:14:59;12602,35;11,57;6253,88;4765,67;107,50;65,86
132;02/10/2022;3:16:29;9786,61;12,11;4489,75;2147,22;424,88;310,00
133;02/10/2022;3:17:59;9378,15;12,18;6308,88;1016,11;91,14;113,00
134;02/10/2022;3:19:29;9787,65;12,17;5443,56;2623,67;167,15;97,78
135;02/10/2022;3:20:59;8945,05;12,32;4641,53;2488,56;144,72;112,44
136;02/10/2022;3:22:29;9062,00;12,33;4443,19;2841,56;111,75;81,33
137;02/10/2022;3:23:59;10523,06;12,06;4618,59;4417,44;183,80;69,17
138;02/10/2022;3:25:29;10188,18;12,10;3254,94;5032,22;126,46;220,44
139;02/10/2022;3:26:59;9058,63;12,29;2036,62;5070,56;134,19;124,78
140;02/10/2022;3:28:29;9456,62;12,26;2781,82;5044,11;89,53;95,17
141;02/10/2022;3:29:59;8667,14;12,42;1734,44;5061,56;188,24;124,50
142;02/10/2022;3:31:29;7933,88;12,58;914,83;5039,00;238,76;115,14
143;02/10/2022;3:32:59;7129,50;12,77;0,00;5024,00;150,20;124,12
144;02/10/2022;3:34:29;7429,17;12,85;828,11;5005,22;89,63;242,00
145;02/10/2022;3:35:59;7891,07;12,87;955,50;5029,50;176,22;125,44
146;02/10/2022;3:37:29;8684,47;12,83;2102,29;4971,56;132,53;81,25
147;02/10/2022;3:38:59;8998,83;12,65;2573,54;4942,67;167,00;82,38
148;02/10/2022;3:40:29;9142,08;12,56;2511,38;5001,62;93,60;91,25
149;02/10/2022;3:41:59;9234,00;12,58;2528,67;5013,29;102,76;100,75
150;02/10/2022;3:43:29;8390,17;12,75;2219,26;4020,40;178,29;253,10
151;02/10/2022;3:44:59;7051,50;13,14;1007,08;3617,22;270,82;154,50
152;02/10/2022;3:46:29;6612,19;13,21;1432,58;3461,00;178,46;84,43
153;02/10/2022;3:47:59;7198,69;12,89;2535,43;3553,63;69,50;23,58
154;02/10/2022;3:49:29;7278,35;12,63;2497,62;3557,63;52,50;47,17
155;02/10/2022;3:50:59;6044,17;12,71;2657,50;1537,63;168,00;125,63
156;02/10/2022;3:52:29;7536,23;12,51;6041,33;139,80;154,82;196,13
157;02/10/2022;3:53:59;7789,94;12,35;6336,87;158,65;113,24;125,25
158;02/10/2022;3:55:29;7863,54;12,31;6351,58;317,30;90,24;95,22
159;02/10/2022;3:56:59;7864,14;12,29;6353,33;475,95;91,15;94,11
160;02/10/2022;3:58:29;7986,54;12,29;6365,73;634,60;107,23;102,86
161;02/10/2022;3:59:59;7490,11;12,34;5026,13;793,25;312,43;118,11
162;02/10/2022;4:01:29;8606,06;12,22;6044,21;1302,00;80,75;163,20
163;02/10/2022;4:02:59;8862,53;12,15;4434,21;2499,22;257,00;139,22
164;02/10/2022;4:04:29;9772,06;12,00;6209,73;2542,88;78,00;30,00
165;02/10/2022;4:05:59;8805,55;12,15;4752,94;2035,67;156,00;122,11
166;02/10/2022;4:07:29;7936,79;12,35;4425,88;1483,90;334,42;116,70
167;02/10/2022;4:08:59;7245,35;12,54;4564,31;771,29;139,86;112,89
168;02/10/2022;4:10:29;7159,56;12,65;4531,54;776,13;148,39;159,25
169;02/10/2022;4:11:59;5501,74;12,96;1855,18;1409,40;166,89;206,80
170;02/10/2022;4:13:29;5848,53;13,18;1010,93;2770,78;169,83;127,89
171;02/10/2022;4:14:59;4904,88;13,47;770,00;2137,30;350,94;149,00
172;02/10/2022;4:16:29;5812,94;13,52;430,27;4226,38;44,55;42,75
173;02/10/2022;4:17:59;6840,47;13,37;860,54;4491,89;39,20;115,25
174;02/10/2022;4:19:29;7445,06;13,17;939,00;5025,50;45,60;174,00
175;02/10/2022;4:20:59;8072,00;13,01;1738,86;4987,00;72,50;67,71
176;02/10/2022;4:22:29;8664,29;12,63;2540,53;4973,22;142,50;55,00
177;02/10/2022;4:23:59;9033,29;12,43;2525,06;4995,78;166,71;75,38
178;02/10/2022;4:25:29;9189,00;12,37;2521,81;5028,00;82,00;136,67
179;02/10/2022;4:26:59;9241,00;12,36;2488,00;5037,29;111,07;185,78
180;02/10/2022;4:28:29;9848,81;12,24;4079,33;4598,11;74,31;65,86
181;02/10/2022;4:29:59;11206,07;11,94;6283,43;3570,67;148,31;80,17
182;02/10/2022;4:31:29;11436,40;11,86;6310,76;3606,78;82,64;92,37
183;02/10/2022;4:32:59;11571,53;11,84;6319,00;3475,89;80,25;148,00
184;02/10/2022;4:34:29;11652,85;11,82;6320,00;3582,00;131,88;178,67
185;02/10/2022;4:35:59;11662,60;11,79;6318,33;3579,50;179,00;128,63
186;02/10/2022;4:37:29;10607,65;11,83;4956,62;3556,11;189,56;112,10
187;02/10/2022;4:38:59;9984,93;11,90;4691,60;3567,50;98,27;91,80
188;02/10/2022;4:40:29;9752,33;11,94;4538,29;3583,67;100,00;152,75
189;02/10/2022;4:41:59;8793,00;12,08;3280,20;3590,89;134,42;170,50
190;02/10/2022;4:43:29;9224,50;12,02;4214,88;3624,20;220,75;100,60
191;02/10/2022;4:44:59;9188,25;12,04;3774,69;3617,11;151,10;77,13
192;02/10/2022;4:46:29;9767,75;11,96;4570,29;3618,67;73,23;86,40
193;02/10/2022;4:47:59;10122,15;11,89;4680,15;3737,56;68,75;129,25
194;02/10/2022;4:49:29;11043,13;11,75;4504,67;4988,00;74,73;179,38
195;02/10/2022;4:50:59;7531,33;12,30;3136,00;1809,22;429,78;181,89
196;02/10/2022;4:52:29;5892,07;12,71;2830,15;806,11;190,76;135,80
197;02/10/2022;4:53:59;4827,35;13,11;2141,81;481,89;203,87;147,13
198;02/10/2022;4:55:29;3661,31;13,54;1268,56;0,00;235,33;197,89
199;02/10/2022;4:56:59;3239,00;14,01;788,67;0,00;255,53;250,75
200;02/10/2022;4:58:29;2845,86;14,58;259,08;0,00;403,53;169,00
201;02/10/2022;4:59:59;2522,50;14,90;518,17;0,00;176,56;137,13
202;02/10/2022;5:01:29;2341,31;15,29;0,00;0,00;211,75;149,89
203;02/10/2022;5:02:59;1088,86;15,16;0,00;0,00;69,00;108,57
204;02/10/2022;5:04:29;2270,47;15,29;0,00;0,00;222,56;236,78
205;02/10/2022;5:05:59;1976,65;15,52;0,00;0,00;294,82;130,75
206;02/10/2022;5:07:29;1379,33;15,41;0,00;0,00;67,88;73,44
207;02/10/2022;5:08:59;1841,13;15,46;0,00;0,00;182,53;114,75
208;02/10/2022;5:10:29;1907,31;15,50;0,00;0,00;311,22;140,67
209;02/10/2022;5:11:59;1727,09;15,45;0,00;0,00;170,69;204,00
210;02/10/2022;5:13:29;2329,69;15,62;0,00;0,00;369,89;152,20
211;02/10/2022;5:14:59;1343,50;15,34;470,70;143,88;85,25;33,00
212;02/10/2022;5:16:29;2924,72;15,69;941,40;287,75;226,83;160,10
213;02/10/2022;5:17:59;1884,80;15,44;944,79;431,63;34,29;13,40
214;02/10/2022;5:19:29;3330,00;14,83;2031,71;575,51;93,56;145,63
215;02/10/2022;5:20:59;4450,88;14,90;2604,79;719,39;187,11;142,33
216;02/10/2022;5:22:29;4005,00;14,80;2555,83;863,26;93,07;79,89
217;02/10/2022;5:23:59;4777,53;14,54;2542,91;1007,14;138,07;47,80
218;02/10/2022;5:25:29;6646,25;14,15;2639,69;2508,33;6,75;44,17
219;02/10/2022;5:26:59;7988,00;13,65;4504,53;2559,22;143,20;149,89
220;02/10/2022;5:28:29;5415,67;13,72;1272,71;2156,44;286,40;122,22
221;02/10/2022;5:29:59;5377,06;13,63;1009,35;2824,22;129,92;94,57
222;02/10/2022;5:31:29;4919,64;13,69;2344,00;771,22;92,00;195,10
223;02/10/2022;5:32:59;6146,00;13,50;2516,25;2327,56;17,33;322,20
224;02/10/2022;5:34:29;6561,73;13,25;2511,69;2586,38;71,44;181,56
225;02/10/2022;5:35:59;7670,67;12,88;4609,00;1908,11;108,33;96,60
226;02/10/2022;5:37:29;11127,89;11,99;6237,00;4542,67;20,68;40,17
227;02/10/2022;5:38:59;12409,06;11,70;6260,60;4973,22;41,36;80,33
228;02/10/2022;5:40:29;12899,94;11,61;5925,41;5044,33;62,04;128,75
229;02/10/2022;5:41:59;13215,00;11,67;6321,00;5062,67;82,71;201,33
230;02/10/2022;5:43:29;13123,88;11,68;6332,64;5072,00;98,29;108,33
231;02/10/2022;5:44:59;12968,36;11,73;6288,79;5075,00;106,92;108,75
232;02/10/2022;5:46:29;11611,89;11,86;4520,12;4997,22;269,11;104,78
233;02/10/2022;5:47:59;11987,76;11,84;5193,50;5037,67;133,58;143,11
234;02/10/2022;5:49:29;11624,24;11,95;4558,69;5063,00;118,88;211,63
235;02/10/2022;5:50:59;9464,06;12,32;2018,53;5111,78;223,12;155,38
236;02/10/2022;5:52:29;10397,94;12,29;4440,94;4391,88;109,20;73,86
237;02/10/2022;5:53:59;9947,19;12,36;4555,24;3525,90;124,95;106,00
238;02/10/2022;5:55:29;10735,88;12,23;5854,69;3542,11;103,43;100,56
239;02/10/2022;5:56:59;9632,11;12,42;3720,00;3559,38;185,47;242,50
240;02/10/2022;5:58:29;8360,00;12,68;2619,86;3597,86;175,20;147,75
241;02/10/2022;5:59:59;7887,12;12,89;2100,92;3578,00;121,65;129,00
242;02/10/2022;6:01:29;7280,75;13,06;1525,28;3686,75;174,30;146,22
243;02/10/2022;6:02:59;6714,69;13,32;817,36;3699,44;170,50;158,50
244;02/10/2022;6:04:29;5696,21;13,44;463,05;3661,50;117,71;239,11
245;02/10/2022;6:05:59;6065,47;13,29;926,10;3615,13;64,88;64,38
246;02/10/2022;6:07:29;6339,53;13,11;937,60;3610,63;99,50;70,11
247;02/10/2022;6:08:59;4676,14;13,35;1029,47;1007,00;203,89;146,56
248;02/10/2022;6:10:29;4069,71;13,59;992,21;664,25;152,82;136,88
249;02/10/2022;6:11:59;3567,00;13,82;1020,00;2,50;188,07;260,33
250;02/10/2022;6:13:29;4579,12;13,90;2391,41;701,57;77,95;106,33
251;02/10/2022;6:14:59;5049,56;13,82;2579,40;810,38;89,79;90,29
252;02/10/2022;6:16:29;6182,71;13,59;2484,88;2419,00;0,00;16,50
253;02/10/2022;6:17:59;6618,19;13,29;2543,92;2600,75;84,00;90,67
254;02/10/2022;6:19:29;7608,83;12,93;3064,65;3038,78;103,89;167,33
255;02/10/2022;6:20:59;6821,31;12,76;3880,35;1811,50;256,50;104,43
256;02/10/2022;6:22:29;4722,87;13,22;1017,00;838,62;210,07;181,63
257;02/10/2022;6:23:59;4922,53;13,48;1077,38;1147,22;152,77;113,78
258;02/10/2022;6:25:29;6829,50;13,19;2495,18;2502,44;17,25;58,25
259;02/10/2022;6:26:59;7105,94;13,05;2508,50;2507,56;34,50;223,11
260;02/10/2022;6:28:29;5696,80;13,20;2582,94;988,00;169,44;129,44
261;02/10/2022;6:29:59;8198,41;12,75;5097,33;2248,56;82,17;71,50
262;02/10/2022;6:31:29;11585,22;11,89;6257,00;4989,56;47,43;40,67
263;02/10/2022;6:32:59;12545,50;11,67;6271,40;5026,56;94,87;81,33
264;02/10/2022;6:34:29;9901,18;12,07;6407,00;1672,00;142,30;286,00
265;02/10/2022;6:35:59;9876,44;12,14;6330,67;1521,89;109,23;90,71
266;02/10/2022;6:37:29;12165,89;11,75;5778,94;4930,22;36,29;49,00
267;02/10/2022;6:38:59;13154,65;11,54;6271,93;5018,33;72,57;87,56
268;02/10/2022;6:40:29;11371,28;11,93;3395,50;5110,00;293,09;133,56
269;02/10/2022;6:41:59;11872,69;11,77;4653,71;5032,78;71,78;230,43
270;02/10/2022;6:43:29;11717,44;11,82;4413,57;5036,00;117,44;108,11
271;02/10/2022;6:44:59;11882,25;11,78;4565,47;5033,22;94,81;92,67
272;02/10/2022;6:46:29;11854,53;11,77;4650,27;5021,29;92,69;99,63
273;02/10/2022;6:47:59;10720,60;11,94;3264,14;5072,71;154,00;121,14
274;02/10/2022;6:49:29;10049,00;11,89;2752,10;4524,89;58,86;233,56
275;02/10/2022;6:50:59;9950,25;11,88;2756,36;5045,57;106,41;128,00
276;02/10/2022;6:52:29;8774,67;12,10;1257,53;5079,38;175,28;125,80
277;02/10/2022;6:53:59;8112,08;12,26;979,67;5041,88;138,00;116,29
278;02/10/2022;6:55:29;7525,75;12,38;746,75;5045,22;147,72;122,71
279;02/10/2022;6:56:59;7413,88;12,44;796,14;5007,56;88,31;231,86
280;02/10/2022;6:58:29;7003,72;12,55;973,47;3794,33;157,21;130,11
281;02/10/2022;6:59:59;6883,19;12,60;956,50;3566,88;115,64;106,12
282;02/10/2022;7:01:29;7889,35;12,46;2323,62;3435,22;59,00;65,56
283;02/10/2022;7:02:59;6575,78;12,65;2643,23;1390,88;189,00;137,75
284;02/10/2022;7:04:29;5873,50;12,85;2530,07;780,86;153,94;220,30
285;02/10/2022;7:05:59;5822,87;13,00;2565,76;890,22;148,56;156,75
286;02/10/2022;7:07:29;7135,50;12,81;2072,71;3520,44;37,73;58,00
287;02/10/2022;7:08:59;7533,53;12,67;3946,27;2075,33;301,50;113,10
288;02/10/2022;7:10:29;4548,29;13,19;1022,92;847,63;238,88;208,25
289;02/10/2022;7:11:59;4157,00;13,60;1427,92;403,33;192,35;187,56
290;02/10/2022;7:13:29;5084,36;13,74;2569,06;539,00;131,37;209,80
291;02/10/2022;7:14:59;5352,82;13,77;2548,53;785,44;121,75;138,33
292;02/10/2022;7:16:29;5492,54;13,85;2564,09;803,38;142,25;119,00
293;02/10/2022;7:17:59;5939,83;13,83;2921,73;1161,78;140,18;98,50
294;02/10/2022;7:19:29;8838,53;12,94;6162,94;2332,88;14,50;43,00
295;02/10/2022;7:20:59;9801,94;12,28;6294,83;2533,67;29,00;151,33
296;02/10/2022;7:22:29;9409,89;12,40;6417,53;938,44;43,50;131,33
297;02/10/2022;7:23:59;9408,71;12,38;6358,23;1355,38;201,00;85,25
298;02/10/2022;7:25:29;10102,83;12,11;6297,73;2582,50;105,75;58,67
299;02/10/2022;7:26:59;9523,12;12,30;4671,83;2760,30;211,50;157,89
300;02/10/2022;7:28:29;8838,50;12,51;4632,00;2205,56;173,00;212,11
301;02/10/2022;7:29:59;10187,12;12,15;4359,83;4722,00;94,33;28,44
302;02/10/2022;7:31:29;10940,12;11,94;4504,56;4991,11;188,67;67,88
303;02/10/2022;7:32:59;11245,50;11,82;4635,00;5016,22;156,71;87,11
304;02/10/2022;7:34:29;9907,88;11,92;2867,08;5082,56;143,00;176,00
305;02/10/2022;7:35:59;9253,27;12,02;2301,00;5095,50;135,33;213,44
306;02/10/2022;7:37:29;9364,91;11,99;2766,86;5022,56;87,25;106,33
307;02/10/2022;7:38:59;9459,18;11,99;2766,67;5027,78;114,27;101,00
308;02/10/2022;7:40:29;9038,77;12,06;1996,12;5047,63;255,88;90,14
309;02/10/2022;7:41:59;8886,56;12,12;1869,77;5063,33;169,50;148,75
310;02/10/2022;7:43:29;7448,25;12,36;1001,53;4230,56;226,12;228,75
311;02/10/2022;7:44:59;6108,76;12,67;343,33;3622,80;215,56;142,20
312;02/10/2022;7:46:29;5697,36;12,86;179,35;3611,11;204,57;123,00
313;02/10/2022;7:47:59;5658,09;13,01;358,70;3543,78;305,65;122,86
314;02/10/2022;7:49:29;5679,50;13,12;538,05;3605,25;160,33;182,89
315;02/10/2022;7:50:59;5853,29;13,22;717,40;3583,10;121,88;204,33
316;02/10/2022;7:52:29;5891,57;13,34;220,67;3698,88;184,88;144,89
317;02/10/2022;7:53:59;5731,13;13,48;0,00;3693,50;233,17;119,37
318;02/10/2022;7:55:29;5544,19;13,49;0,00;3684,29;291,40;108,89
319;02/10/2022;7:56:59;5534,57;13,57;0,00;3681,33;148,53;152,89
320;02/10/2022;7:58:29;5406,13;13,62;0,00;3526,44;147,79;196,56
321;02/10/2022;7:59:59;3584,53;14,09;0,00;917,00;259,56;181,22
322;02/10/2022;8:01:29;3405,50;14,55;0,00;882,38;236,60;158,89
323;02/10/2022;8:02:59;3209,12;14,88;0,00;854,63;363,12;142,57
324;02/10/2022;8:04:29;3421,89;15,28;0,00;900,67;218,89;203,67
325;02/10/2022;8:05:59;2037,81;15,20;0,00;537,11;103,89;153,63
326;02/10/2022;8:07:29;2791,50;15,53;0,00;415,60;205,73;173,50
327;02/10/2022;8:08:59;2335,47;15,47;0,00;767,86;57,67;64,88
328;02/10/2022;8:10:29;3804,22;15,09;0,00;1958,80;195,79;90,75
329;02/10/2022;8:11:59;4945,44;15,20;0,00;2665,75;142,19;183,13
330;02/10/2022;8:13:29;5151,82;14,94;0,00;3782,50;20,00;104,11
331;02/10/2022;8:14:59;4884,21;14,98;457,78;2521,56;285,50;170,00
332;02/10/2022;8:16:29;4014,00;15,22;915,56;1197,90;142,21;108,43
333;02/10/2022;8:17:59;5556,06;14,62;2026,18;2544,38;153,50;119,00
334;02/10/2022;8:19:29;6524,19;14,27;2565,50;2612,67;44,50;113,86
335;02/10/2022;8:20:59;6671,06;13,99;2490,07;2633,67;79,22;113,78
