indice;Time;Date ;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;12/10/2022;0:00:00;4631,37;13,98;964,56;1522,36;125,00;80,44;1939,00
2;12/10/2022;0:01:29;6320,00;13,77;2264,25;2472,38;62,89;187,78;1332,71
3;12/10/2022;0:02:59;5609,25;13,66;984,20;2696,44;192,50;65,11;1670,99
4;12/10/2022;0:04:29;6184,79;13,50;915,17;3594,40;84,59;52,33;1538,30
5;12/10/2022;0:05:59;7073,71;13,21;885,40;4862,78;75,00;77,00;1173,53
6;12/10/2022;0:07:29;7859,27;12,88;1583,37;4857,33;145,55;60,00;1213,01
7;12/10/2022;0:08:59;7581,28;12,70;2542,23;3216,00;261,25;190,67;1371,13
8;12/10/2022;0:10:29;5651,19;13,01;2738,40;734,00;194,06;121,33;1863,39
9;12/10/2022;0:11:59;8210,78;12,72;4728,27;1990,88;185,50;62,80;1243,34
10;12/10/2022;0:13:29;9715,94;12,27;6010,81;2733,40;244,67;66,00;661,07
11;12/10/2022;0:14:59;5950,41;12,80;1044,00;1900,13;300,71;230,25;2475,33
12;12/10/2022;0:16:29;7314,69;12,88;942,63;4222,56;167,88;152,00;1829,62
13;12/10/2022;0:17:59;7777,21;12,91;922,15;4968,56;135,06;101,00;1650,44
14;12/10/2022;0:19:29;7936,64;12,92;930,00;5005,75;220,56;105,88;1674,46
15;12/10/2022;0:20:59;7873,58;12,95;936,08;5014,10;200,35;105,57;1617,47
16;12/10/2022;0:22:29;7814,79;12,95;919,00;5019,71;86,71;176,44;1612,91
17;12/10/2022;0:23:59;7880,73;12,98;934,18;5026,11;139,69;121,44;1659,30
18;12/10/2022;0:25:29;7931,62;12,91;1376,45;4994,67;130,86;62,29;1367,35
19;12/10/2022;0:26:59;9434,95;12,37;4012,94;4882,89;11,75;5,50;521,87
20;12/10/2022;0:28:29;12037,29;11,69;6236,63;4977,89;23,50;97,56;701,72
21;12/10/2022;0:29:59;13038,35;11,59;6269,17;5040,13;35,25;195,11;1498,70
22;12/10/2022;0:31:29;13085,24;11,61;6293,37;5030,13;47,00;110,67;1604,07
23;12/10/2022;0:32:59;13077,00;11,59;6300,71;5034,57;100,06;121,38;1520,28
24;12/10/2022;0:34:29;12356,87;11,70;6353,89;4120,78;189,24;111,86;1581,11
25;12/10/2022;0:35:59;11695,29;11,80;6362,58;3517,56;88,50;101,88;1624,78
26;12/10/2022;0:37:29;10654,16;11,95;4952,44;3508,13;141,07;207,89;1844,64
27;12/10/2022;0:38:59;9679,25;12,12;4706,41;3076,78;206,44;114,11;1575,50
28;12/10/2022;0:40:29;7811,28;12,42;4378,94;1273,89;142,21;100,25;1915,98
29;12/10/2022;0:41:59;7535,11;12,53;4584,31;1100,33;179,60;107,22;1563,64
30;12/10/2022;0:43:29;6769,07;12,71;4692,80;8,38;177,28;170,57;1720,04
31;12/10/2022;0:44:59;5082,72;13,11;2543,40;16,75;358,19;205,50;1958,88
32;12/10/2022;0:46:29;4945,64;13,33;2806,23;0,00;165,67;117,38;1856,37
33;12/10/2022;0:47:59;5075,00;13,58;2819,13;0,00;214,88;121,75;1919,23
34;12/10/2022;0:49:29;4477,29;13,77;2581,15;0,00;138,79;119,89;1637,46
35;12/10/2022;0:50:59;3638,72;14,14;1022,64;0,00;226,39;252,00;2137,69
36;12/10/2022;0:52:29;3668,08;14,58;1038,36;320,39;275,59;194,11;1839,62
37;12/10/2022;0:53:59;3849,27;14,86;1003,38;640,78;172,41;118,38;1914,32
38;12/10/2022;0:55:29;4759,38;14,83;960,33;1882,25;118,67;61,89;1736,24
39;12/10/2022;0:56:59;5286,08;14,75;968,00;2589,89;112,31;59,56;1556,33
40;12/10/2022;0:58:29;5994,43;14,63;1934,53;2539,44;42,60;178,56;1299,30
41;12/10/2022;0:59:59;6359,46;14,51;2162,14;2441,78;190,91;163,50;1401,13
42;12/10/2022;1:01:29;7375,07;14,42;4992,00;789,78;149,38;67,67;1376,25
43;12/10/2022;1:02:59;6084,18;14,59;1364,57;2677,00;198,00;115,63;1728,98
44;12/10/2022;1:04:29;5543,36;14,76;660,63;2919,22;189,93;112,44;1661,14
45;12/10/2022;1:05:59;4524,88;14,95;729,00;2137,67;272,38;232,63;1153,21
46;12/10/2022;1:07:29;6672,37;14,37;886,53;4646,33;138,08;94,50;906,92
47;12/10/2022;1:08:59;7803,56;14,38;942,71;5042,56;276,17;64,38;1477,74
48;12/10/2022;1:10:29;8196,20;13,91;2200,56;5005,22;168,86;58,17;763,39
49;12/10/2022;1:11:59;8204,64;13,25;2512,71;4971,78;15,58;116,33;588,24
50;12/10/2022;1:13:29;8147,71;12,72;2285,29;4995,00;31,17;122,00;714,25
51;12/10/2022;1:14:59;7406,47;12,53;894,67;4990,25;46,75;87,88;1386,93
52;12/10/2022;1:16:29;7587,73;12,43;907,67;4520,10;62,33;99,78;1997,85
53;12/10/2022;1:17:59;8354,61;12,26;1575,00;5000,67;182,00;65,38;1531,57
54;12/10/2022;1:19:29;9207,00;12,10;2534,29;5024,25;96,43;160,22;1391,81
55;12/10/2022;1:20:59;9246,75;12,05;2511,67;5028,67;50,58;114,40;1541,43
56;12/10/2022;1:22:29;8341,14;12,25;991,63;5112,78;208,94;116,83;1910,97
57;12/10/2022;1:23:59;8917,06;12,21;2157,60;5025,22;133,00;65,14;1536,09
58;12/10/2022;1:25:29;9021,63;12,13;2495,54;5026,67;104,00;105,88;1289,54
59;12/10/2022;1:26:59;10514,31;11,95;3433,20;4937,78;63,57;154,89;1924,88
60;12/10/2022;1:28:29;11968,33;11,67;6256,71;4134,56;74,33;128,63;1374,11
61;12/10/2022;1:29:59;11604,64;11,69;6301,53;3520,88;75,75;93,50;1612,98
62;12/10/2022;1:31:29;11673,57;11,70;6313,43;3449,88;151,82;90,00;1668,45
63;12/10/2022;1:32:59;12025,79;11,81;6360,38;3618,33;137,25;111,00;1798,82
64;12/10/2022;1:34:29;9933,65;12,15;4942,72;2675,88;210,89;259,63;1844,54
65;12/10/2022;1:35:59;7848,07;12,52;4728,86;723,89;204,13;121,11;2070,08
66;12/10/2022;1:37:29;6259,33;12,88;3443,24;289,25;239,26;139,30;2148,28
67;12/10/2022;1:38:59;6673,00;13,02;4385,22;605,71;45,75;76,44;1559,87
68;12/10/2022;1:40:29;7417,56;13,00;4515,33;1037,57;121,24;86,43;1656,99
69;12/10/2022;1:41:59;8610,35;12,76;4604,19;2463,50;56,50;160,20;1325,97
70;12/10/2022;1:43:29;8793,11;12,76;4239,62;2726,44;83,18;98,63;1645,24
71;12/10/2022;1:44:59;8884,88;12,70;2710,54;4552,33;152,53;212,14;1257,33
72;12/10/2022;1:46:29;6649,53;13,13;2863,50;952,50;326,13;166,00;2341,40
73;12/10/2022;1:47:59;6454,61;13,38;2535,08;1408,89;181,18;123,22;2206,25
74;12/10/2022;1:49:29;8141,67;12,98;4239,12;2665,30;306,22;146,67;784,36
75;12/10/2022;1:50:59;5990,22;13,47;1007,35;2741,22;254,00;138,90;1848,75
76;12/10/2022;1:52:29;4696,50;13,52;739,11;2410,30;108,65;85,86;1352,59
77;12/10/2022;1:53:59;6354,56;13,24;110,98;4579,63;135,82;19,50;1508,62
78;12/10/2022;1:55:29;6629,39;13,01;221,96;4794,89;86,88;116,25;1409,41
79;12/10/2022;1:56:59;6753,20;12,79;332,95;4889,57;77,88;157,25;1295,55
80;12/10/2022;1:58:29;6658,00;12,70;443,93;4879,67;143,94;78,44;1112,02
81;12/10/2022;1:59:59;6620,35;12,64;554,91;4884,00;87,10;84,75;1009,59
82;12/10/2022;2:01:29;6738,14;12,62;665,89;4893,11;102,23;90,83;986,07
83;12/10/2022;2:02:59;7494,61;12,49;776,88;4881,11;167,53;120,50;1548,60
84;12/10/2022;2:04:29;8184,64;12,35;1153,73;4903,44;110,42;127,89;1889,16
85;12/10/2022;2:05:59;9203,27;12,14;2557,94;4925,56;79,54;61,00;1579,24
86;12/10/2022;2:07:29;9585,54;12,03;2576,46;5019,11;159,07;81,75;1749,14
87;12/10/2022;2:08:59;9602,73;12,02;2517,31;5040,00;81,54;92,00;1871,89
88;12/10/2022;2:10:29;9688,76;11,99;2535,67;5024,75;50,20;178,75;1899,40
89;12/10/2022;2:11:59;9520,57;12,03;2066,94;5052,56;176,33;140,11;2084,63
90;12/10/2022;2:13:29;10864,76;11,85;4367,00;4749,67;101,33;51,86;1594,91
91;12/10/2022;2:14:59;10521,24;11,90;4907,13;3518,56;140,83;93,00;1861,72
92;12/10/2022;2:16:29;11419,82;11,73;6267,73;3496,13;170,22;69,75;1415,99
93;12/10/2022;2:17:59;10615,83;11,90;6373,87;2018,44;186,67;220,89;1815,97
94;12/10/2022;2:19:29;9226,67;12,17;6402,86;469,13;175,28;127,78;2051,63
95;12/10/2022;2:20:59;8540,35;12,33;6390,88;0,00;219,88;109,78;1819,82
96;12/10/2022;2:22:29;8372,25;12,43;6379,75;8,00;189,00;108,88;1686,62
97;12/10/2022;2:23:59;7038,19;12,68;4792,65;16,00;252,37;124,25;1852,92
98;12/10/2022;2:25:29;6440,89;13,01;3841,06;24,00;265,41;257,67;2052,75
99;12/10/2022;2:26:59;6735,31;13,33;4179,36;3,00;187,00;103,88;2262,08
100;12/10/2022;2:28:29;6705,60;13,54;4593,82;171,33;112,73;116,38;1711,34
101;12/10/2022;2:29:59;6480,73;13,65;4441,86;342,67;131,14;121,00;1444,07
102;12/10/2022;2:31:29;6814,14;13,68;4553,27;514,00;204,77;135,57;1406,54
103;12/10/2022;2:32:59;7413,75;13,44;4502,75;1341,70;36,17;198,22;1334,91
104;12/10/2022;2:34:29;8267,65;12,99;4614,87;2480,89;72,33;17,50;1082,05
105;12/10/2022;2:35:59;7593,12;12,79;3667,80;2523,33;108,50;85,00;1208,49
106;12/10/2022;2:37:29;7031,19;12,79;2733,06;2737,11;127,00;77,13;1356,89
107;12/10/2022;2:38:59;4779,47;13,14;1495,06;773,11;178,56;142,67;2190,07
108;12/10/2022;2:40:29;4202,50;13,42;981,77;846,44;246,00;217,22;1911,06
109;12/10/2022;2:41:59;3546,19;13,72;615,14;876,33;153,81;128,11;1772,79
110;12/10/2022;2:43:29;4635,40;13,76;779,67;2518,89;45,45;71,13;1220,26
111;12/10/2022;2:44:59;5845,88;13,55;1655,33;2792,33;130,56;43,71;1223,94
112;12/10/2022;2:46:29;5109,25;13,53;934,87;2385,50;106,63;154,33;1527,93
113;12/10/2022;2:47:59;5888,94;13,44;1032,62;3077,44;56,50;150,33;1572,05
114;12/10/2022;2:49:29;7976,87;12,99;2078,06;4967,11;59,14;0,00;872,55
115;12/10/2022;2:50:59;8529,00;12,54;2526,44;4986,70;87,00;0,00;928,86
116;12/10/2022;2:52:29;8895,69;12,31;2500,38;5005,67;60,60;62,20;1266,84
117;12/10/2022;2:53:59;9189,43;12,15;2545,36;5004,63;131,47;133,63;1374,35
118;12/10/2022;2:55:29;9232,67;12,15;2332,93;5046,10;113,24;135,30;1605,10
119;12/10/2022;2:56:59;9792,28;12,07;2937,06;5081,25;236,17;130,40;1407,40
120;12/10/2022;2:58:29;8262,17;12,35;930,77;5080,38;214,41;113,50;1923,11
121;12/10/2022;2:59:59;8099,19;12,44;1140,07;5047,78;110,47;98,11;1702,76
122;12/10/2022;3:01:29;8358,47;12,45;1427,86;4997,11;72,67;166,11;1694,72
123;12/10/2022;3:02:59;9058,86;12,29;2508,00;4960,22;147,70;93,78;1349,16
124;12/10/2022;3:04:29;9172,64;12,22;2521,00;5013,11;68,69;85,78;1484,07
125;12/10/2022;3:05:59;10960,12;11,93;4554,36;4957,22;36,50;54,67;1357,38
126;12/10/2022;3:07:29;12639,69;11,63;6258,29;5015,63;153,25;67,17;1145,35
127;12/10/2022;3:08:59;12753,94;11,65;6307,64;4540,11;137,07;188,30;1580,82
128;12/10/2022;3:10:29;11937,69;11,82;6367,42;3560,75;109,76;115,13;1784,63
129;12/10/2022;3:11:59;11723,95;11,89;6358,69;3440,88;145,71;101,33;1677,34
130;12/10/2022;3:13:29;11678,85;11,89;6337,71;3576,56;109,00;94,88;1560,70
131;12/10/2022;3:14:59;11672,28;11,90;6331,45;3588,63;77,75;96,22;1578,23
132;12/10/2022;3:16:29;11203,19;11,93;5592,23;3583,11;200,87;192,00;1634,98
133;12/10/2022;3:17:59;9036,47;12,06;4999,71;2073,00;363,80;99,78;1500,19
134;12/10/2022;3:19:29;8113,65;12,22;4862,88;1066,22;173,00;127,22;1884,33
135;12/10/2022;3:20:59;7327,69;12,43;4623,29;706,78;185,42;104,60;1707,59
136;12/10/2022;3:22:29;6573,12;12,57;4489,80;276,33;141,94;122,00;1543,05
137;12/10/2022;3:23:59;6989,35;12,60;4643,59;621,00;63,56;181,22;1479,99
138;12/10/2022;3:25:29;6685,20;12,63;3717,63;1036,60;173,86;91,00;1666,12
139;12/10/2022;3:26:59;6382,65;12,72;1951,50;2525,75;160,94;95,22;1649,23
140;12/10/2022;3:28:29;7550,68;12,61;3755,65;2490,60;95,13;69,00;1140,31
141;12/10/2022;3:29:59;9801,59;12,13;5911,00;2302,33;56,00;118,00;1414,26
142;12/10/2022;3:31:29;8549,00;12,20;5731,33;678,00;194,08;165,11;1780,47
143;12/10/2022;3:32:59;9383,30;12,08;5724,69;1758,78;84,73;73,00;1742,10
144;12/10/2022;3:34:29;8945,12;12,17;3711,22;2751,90;275,57;132,57;2073,85
145;12/10/2022;3:35:59;6303,79;12,63;967,43;2589,56;222,50;133,00;2391,31
146;12/10/2022;3:37:29;5692,67;12,93;964,83;2135,22;140,07;204,67;2247,87
147;12/10/2022;3:38:59;7708,06;12,68;959,08;4978,17;124,17;66,75;1579,90
148;12/10/2022;3:40:29;8938,47;12,39;2330,81;4982,22;68,18;70,00;1487,25
149;12/10/2022;3:41:59;8101,81;12,41;940,25;5052,40;86,57;99,56;1923,04
150;12/10/2022;3:43:29;7640,87;12,53;401,40;5088,88;155,94;121,56;1873,09
151;12/10/2022;3:44:59;7455,21;12,63;434,70;5036,00;165,13;196,00;1623,38
152;12/10/2022;3:46:29;7859,80;12,61;869,40;4983,00;43,00;78,14;1886,26
153;12/10/2022;3:47:59;8039,15;12,60;927,00;4985,56;109,28;86,22;1931,10
154;12/10/2022;3:49:29;8184,56;12,58;961,29;4981,20;137,47;86,56;2018,05
155;12/10/2022;3:50:59;9407,71;12,44;2432,29;4989,40;0,00;162,00;1824,02
156;12/10/2022;3:52:29;9542,67;12,31;2572,07;5015,56;167,80;87,00;1700,24
157;12/10/2022;3:53:59;9687,07;12,34;2527,00;5058,71;169,56;100,50;1831,30
158;12/10/2022;3:55:29;9480,06;12,42;2543,80;5070,25;92,06;100,63;1673,32
159;12/10/2022;3:56:59;9225,14;12,43;2067,88;5067,63;124,44;149,44;1815,76
160;12/10/2022;3:58:29;10500,50;12,17;4204,00;4923,78;91,13;101,50;1180,10
161;12/10/2022;3:59:59;10381,29;12,01;4532,06;4304,33;128,40;80,50;1336,00
162;12/10/2022;4:01:29;9797,57;11,97;4516,14;3515,22;130,77;79,43;1556,01
163;12/10/2022;4:02:59;11090,71;11,76;6098,81;3462,33;93,11;56,38;1380,07
164;12/10/2022;4:04:29;10676,78;11,85;6340,38;2261,78;154,53;264,25;1655,84
165;12/10/2022;4:05:59;9206,69;12,07;6376,93;702,11;170,56;117,67;1839,42
166;12/10/2022;4:07:29;8524,50;12,22;6374,18;196,40;225,47;109,71;1618,74
167;12/10/2022;4:08:59;8527,33;12,25;6351,36;568,33;76,22;85,13;1446,30
168;12/10/2022;4:10:29;8843,67;12,18;4331,19;2400,33;88,00;145,50;1878,65
169;12/10/2022;4:11:59;11956,63;11,68;6166,25;4953,78;161,64;53,00;621,96
170;12/10/2022;4:13:29;11850,24;11,68;4893,61;5119,11;323,29;116,63;1397,60
171;12/10/2022;4:14:59;12009,89;11,65;5436,18;4985,00;137,33;77,33;1374,04
172;12/10/2022;4:16:29;11658,23;11,73;4715,39;5052,33;128,59;108,75;1653,18
173;12/10/2022;4:17:59;10478,76;11,92;3192,06;5074,33;174,38;201,00;1836,99
174;12/10/2022;4:19:29;10590,25;11,92;3798,88;5018,78;145,08;84,63;1542,88
175;12/10/2022;4:20:59;8805,95;12,20;1308,14;5100,30;214,06;135,40;2048,05
176;12/10/2022;4:22:29;8219,26;12,37;2718,68;3625,67;171,06;109,22;1594,63
177;12/10/2022;4:23:59;4798,06;12,99;1121,13;801,50;345,06;225,25;2305,12
178;12/10/2022;4:25:29;5412,13;13,21;969,08;2295,78;156,61;155,22;1835,45
179;12/10/2022;4:26:59;5740,00;13,45;973,88;2695,33;135,15;107,67;1827,96
180;12/10/2022;4:28:29;6324,56;13,37;555,50;4562,11;188,67;37,14;981,13
181;12/10/2022;4:29:59;6681,87;13,31;309,45;4938,56;86,25;114,44;1233,18
182;12/10/2022;4:31:29;6681,38;13,28;618,89;4931,38;47,18;176,13;907,80
183;12/10/2022;4:32:59;7129,59;13,28;928,33;4940,00;192,31;95,44;973,50
184;12/10/2022;4:34:29;7615,13;13,28;934,38;4943,11;79,75;90,78;1567,11
185;12/10/2022;4:35:59;7540,00;13,25;930,23;4928,75;47,22;82,25;1551,55
186;12/10/2022;4:37:29;8224,73;13,04;2022,44;4868,44;88,64;146,44;1098,76
187;12/10/2022;4:38:59;8538,46;12,67;2560,94;4874,67;12,00;86,60;1004,25
188;12/10/2022;4:40:29;8869,69;12,49;2525,07;4901,75;28,00;70,86;1344,01
189;12/10/2022;4:41:59;8422,94;12,65;1375,21;4980,11;253,13;111,89;1702,59
190;12/10/2022;4:43:29;7514,21;12,67;923,45;4888,00;128,31;111,88;1462,57
191;12/10/2022;4:44:59;6487,12;12,69;953,54;3637,25;117,75;180,11;1598,47
192;12/10/2022;4:46:29;7126,50;12,55;2307,53;3347,38;119,62;48,40;1303,57
193;12/10/2022;4:47:59;7475,38;12,45;2513,77;3382,78;22,57;79,13;1477,14
194;12/10/2022;4:49:29;6502,53;12,57;2555,13;2098,75;188,64;117,38;1542,64
195;12/10/2022;4:50:59;5386,33;12,84;2196,29;709,80;225,88;216,70;2037,66
196;12/10/2022;4:52:29;4130,11;13,27;1704,43;130,40;211,78;161,13;1922,38
197;12/10/2022;4:53:59;5841,56;13,34;4130,54;361,57;119,44;88,00;1142,01
198;12/10/2022;4:55:29;7181,60;13,02;6036,65;0,00;121,38;79,50;944,08
199;12/10/2022;4:56:59;5849,61;13,11;3851,59;9,42;177,75;169,38;1641,48
200;12/10/2022;4:58:29;4743,56;13,47;2409,33;18,83;184,20;283,56;1847,63
201;12/10/2022;4:59:59;7395,44;13,04;6336,10;28,25;52,71;44,67;933,70
202;12/10/2022;5:01:29;7637,67;12,80;6356,75;37,67;54,41;341,75;847,09
203;12/10/2022;5:02:59;7691,43;12,60;6365,12;47,08;108,82;62,33;1108,07
204;12/10/2022;5:04:29;7990,00;12,48;6362,31;56,50;163,23;155,22;1252,74
205;12/10/2022;5:05:59;7949,44;12,43;6364,23;65,92;18,83;109,33;1391,13
206;12/10/2022;5:07:29;8016,20;12,40;6367,50;75,33;72,00;108,71;1392,65
207;12/10/2022;5:08:59;8065,46;12,40;6363,33;84,75;171,06;92,38;1353,94
208;12/10/2022;5:10:29;7187,41;12,58;5172,63;94,17;146,73;222,56;1551,33
209;12/10/2022;5:11:59;4054,75;13,27;1098,71;103,58;292,25;186,78;2373,42
210;12/10/2022;5:13:29;5733,00;13,47;3349,94;113,00;269,00;139,67;1861,40
211;12/10/2022;5:14:59;5689,81;13,63;3507,63;0,00;171,08;85,00;1926,11
212;12/10/2022;5:16:29;6408,19;13,63;4601,50;0,00;89,44;74,13;1643,13
213;12/10/2022;5:17:59;6759,76;13,69;4668,47;0,00;201,11;167,80;1722,39
214;12/10/2022;5:19:29;5973,31;13,84;3772,69;0,00;168,89;146,00;1885,73
215;12/10/2022;5:20:59;5198,79;14,16;2838,07;0,00;168,83;131,67;2060,21
216;12/10/2022;5:22:29;6230,40;14,29;4579,00;107,00;135,88;88,57;1319,95
217;12/10/2022;5:23:59;5892,33;14,39;4066,38;214,00;229,67;223,14;1159,14
218;12/10/2022;5:25:29;7528,42;13,96;6233,38;321,00;48,67;25,00;900,37
219;12/10/2022;5:26:59;5759,60;13,59;2766,71;1789,67;97,33;94,17;1011,73
220;12/10/2022;5:28:29;5097,47;13,57;934,31;2519,63;120,11;66,33;1457,09
221;12/10/2022;5:29:59;4305,43;13,52;718,80;2176,78;168,75;93,22;1147,88
222;12/10/2022;5:31:29;4689,00;13,59;222,27;2767,67;165,08;160,88;1373,10
223;12/10/2022;5:32:59;3305,53;13,88;444,54;796,33;221,76;170,30;1672,59
224;12/10/2022;5:34:29;3986,65;13,99;666,82;2117,11;63,08;79,00;1060,64
225;12/10/2022;5:35:59;5142,71;13,94;889,09;2838,22;97,50;55,00;1262,89
226;12/10/2022;5:37:29;4956,39;13,92;930,73;2062,22;182,38;173,75;1607,30
227;12/10/2022;5:38:59;7356,00;13,39;1723,13;4726,56;21,50;39,00;845,81
228;12/10/2022;5:40:29;8315,41;12,84;2520,38;4963,25;43,00;7,00;781,79
229;12/10/2022;5:41:59;8596,47;12,47;2496,88;4984,50;78,13;54,33;982,64
230;12/10/2022;5:43:29;9001,13;12,22;2507,88;5009,88;45,40;121,57;1316,40
231;12/10/2022;5:44:59;9545,76;12,10;3125,80;5004,67;90,80;136,67;1187,83
232;12/10/2022;5:46:29;11424,55;11,80;4969,50;4990,33;159,00;916,00;389,72
233;12/10/2022;5:47:59;9720,69;12,04;2412,35;5162,44;235,86;168,71;1741,32
234;12/10/2022;5:49:29;8273,71;12,34;953,18;5057,44;128,76;119,78;2014,54
235;12/10/2022;5:50:59;8629,13;12,36;1612,71;5013,22;150,89;133,89;1718,42
236;12/10/2022;5:52:29;9214,88;12,27;2518,19;4992,22;27,33;112,56;1564,58
237;12/10/2022;5:53:59;10193,19;12,08;3896,24;4940,00;67,71;60,13;1229,11
238;12/10/2022;5:55:29;12384,78;11,65;6250,44;5001,33;11,33;25,00;1096,67
239;12/10/2022;5:56:59;12944,88;11,53;6260,53;5027,11;84,53;126,00;1446,70
240;12/10/2022;5:58:29;13524,40;11,59;6317,76;5068,00;169,06;144,33;1825,25
241;12/10/2022;5:59:59;13508,06;11,71;6352,06;5094,67;178,13;112,75;1770,46
242;12/10/2022;6:01:29;12194,29;11,91;6375,20;3630,89;136,31;115,00;1936,89
243;12/10/2022;6:02:59;11419,50;12,05;5534,43;3541,56;139,94;112,56;2091,02
244;12/10/2022;6:04:29;10582,15;12,22;4584,38;3483,44;184,59;179,00;2150,75
245;12/10/2022;6:05:59;9947,21;12,32;3896,39;3791,44;130,00;194,22;1935,16
246;12/10/2022;6:07:29;10280,18;12,26;4196,94;4234,89;42,83;65,25;1740,26
247;12/10/2022;6:08:59;9769,82;12,15;4583,40;3221,44;171,33;109,38;1684,27
248;12/10/2022;6:10:29;8749,59;12,29;5247,41;1102,00;127,92;102,33;2169,92
249;12/10/2022;6:11:59;8278,27;12,37;5125,69;725,50;135,00;192,11;2099,97
250;12/10/2022;6:13:29;7766,33;12,49;5736,53;100,00;154,63;87,11;1688,06
251;12/10/2022;6:14:59;6040,53;12,75;2918,93;721,63;194,17;137,13;2068,68
252;12/10/2022;6:16:29;7058,00;12,74;4376,63;1261,67;163,67;102,50;1153,54
253;12/10/2022;6:17:59;9100,81;12,32;5481,75;2509,75;244,75;207,20;657,36
254;12/10/2022;6:19:29;6389,65;12,71;961,80;2673,30;173,29;176,89;2404,36
255;12/10/2022;6:20:59;6479,39;12,78;677,25;3468,30;237,90;96,70;1999,24
256;12/10/2022;6:22:29;3911,18;13,33;428,96;790,88;292,29;151,00;2248,04
257;12/10/2022;6:23:59;5281,50;13,41;857,93;2021,12;55,29;67,56;2279,60
258;12/10/2022;6:25:29;6160,17;13,32;1195,20;2746,90;41,80;172,33;2003,93
259;12/10/2022;6:26:59;6806,71;13,09;2548,06;2381,25;132,43;65,00;1679,98
260;12/10/2022;6:28:29;7126,29;12,98;2543,71;2563,40;83,25;40,50;1895,44
261;12/10/2022;6:29:59;8336,71;12,58;2465,94;4337,78;24,18;70,33;1438,47
262;12/10/2022;6:31:29;9327,73;12,29;2537,64;5000,44;48,36;140,67;1600,62
263;12/10/2022;6:32:59;8972,71;12,23;1776,47;5064,88;91,87;286,44;1753,05
264;12/10/2022;6:34:29;8586,19;12,32;950,33;5086,25;111,86;141,00;2296,75
265;12/10/2022;6:35:59;8634,27;12,38;1106,54;5057,89;153,24;126,88;2189,73
266;12/10/2022;6:37:29;9301,63;12,23;2479,44;4979,63;21,00;57,11;1764,45
267;12/10/2022;6:38:59;9483,75;12,14;2465,85;4991,25;237,76;159,00;1629,89
268;12/10/2022;6:40:29;11479,74;11,82;4774,42;4977,11;241,44;109,00;1377,76
269;12/10/2022;6:41:59;13097,25;11,55;6132,13;5026,67;47,80;60,29;1830,37
270;12/10/2022;6:43:29;13538,54;11,49;6278,06;5028,33;113,71;84,29;2034,14
271;12/10/2022;6:44:59;13519,65;11,49;6285,47;5044,56;116,64;93,90;1979,08
272;12/10/2022;6:46:29;13568,13;11,52;6308,07;5062,22;93,75;204,50;1899,59
273;12/10/2022;6:47:59;13426,36;11,53;6313,00;5052,13;107,00;93,44;1860,79
274;12/10/2022;6:49:29;13397,94;11,53;6315,62;4848,78;138,44;97,63;1997,47
275;12/10/2022;6:50:59;11075,26;11,79;4627,29;3599,22;172,11;130,00;2546,64
276;12/10/2022;6:52:29;10261,00;11,85;4436,41;3420,20;52,17;105,22;2247,00
277;12/10/2022;6:53:59;10106,44;11,88;4352,20;3584,00;85,41;157,13;1927,70
278;12/10/2022;6:55:29;8537,50;12,12;4574,27;1417,00;224,76;125,38;2196,10
279;12/10/2022;6:56:59;6923,61;12,43;4697,75;149,25;167,27;109,00;1800,34
280;12/10/2022;6:58:29;6737,65;12,54;4545,92;298,50;149,00;120,67;1623,56
281;12/10/2022;6:59:59;7850,47;12,43;6290,85;447,75;42,63;192,29;876,96
282;12/10/2022;7:01:29;5454,18;12,75;2706,44;597,00;197,47;139,11;1814,16
283;12/10/2022;7:02:59;5775,69;12,89;973,45;2449,44;158,11;97,75;2096,93
284;12/10/2022;7:04:29;5381,82;13,01;529,33;2630,71;184,12;106,75;1930,91
285;12/10/2022;7:05:59;5693,82;13,14;155,94;3114,11;120,69;112,38;2190,71
286;12/10/2022;7:07:29;4803,82;13,38;311,89;2097,44;219,94;241,22;1933,33
287;12/10/2022;7:08:59;3568,00;13,79;467,83;770,56;167,33;122,63;2039,65
288;12/10/2022;7:10:29;3702,62;14,10;623,78;800,75;188,40;127,75;1961,95
289;12/10/2022;7:11:59;4838,00;14,20;779,72;2388,22;87,44;99,44;1483,17
290;12/10/2022;7:13:29;4823,33;14,27;935,67;1602,22;119,11;187,00;1979,33
291;12/10/2022;7:14:59;4811,08;14,47;1198,14;1068,25;144,31;135,78;2264,60
292;12/10/2022;7:16:29;6604,72;14,24;2511,47;2701,11;39,89;0,00;1352,26
293;12/10/2022;7:17:59;7085,25;13,95;2566,00;2677,75;79,78;22,00;1739,72
294;12/10/2022;7:19:29;5970,56;13,88;2516,60;1422,11;111,13;87,88;1832,84
295;12/10/2022;7:20:59;5658,31;13,88;2601,69;728,78;80,62;209,11;2038,12
296;12/10/2022;7:22:29;9076,95;12,93;4382,61;4050,30;36,33;57,00;550,71
297;12/10/2022;7:23:59;10443,11;12,13;3926,16;5172,11;16,90;153,33;1174,61
298;12/10/2022;7:25:29;8815,50;12,56;956,29;5058,44;33,80;141,00;2625,97
299;12/10/2022;7:26:59;9018,21;12,48;1950,07;4954,00;50,70;160,75;1902,69
300;12/10/2022;7:28:29;9395,76;12,30;2472,06;5007,56;67,60;109,88;1738,68
