indice,Date,Time,QLF5,PLF5
927,9/14/2023,14 09 2023 15:26:00,158.00,12.70
928,9/14/2023,14 09 2023 15:27:00,158.00,13.90
929,9/14/2023,14 09 2023 15:28:00,158.00,13.10
930,9/14/2023,14 09 2023 15:29:00,0.00,13.20
931,9/14/2023,14 09 2023 15:30:00,0.00,12.50
932,9/14/2023,14 09 2023 15:31:00,0.00,12.20
933,9/14/2023,14 09 2023 15:32:00,0.00,12.70
934,9/14/2023,14 09 2023 15:33:00,0.00,13.10
935,9/14/2023,14 09 2023 15:34:00,0.00,13.70
936,9/14/2023,14 09 2023 15:35:00,0.00,13.90
937,9/14/2023,14 09 2023 15:36:00,0.00,14.20
938,9/14/2023,14 09 2023 15:37:00,0.00,13.80
939,9/14/2023,14 09 2023 15:38:00,0.00,13.80
940,9/14/2023,14 09 2023 15:39:00,0.00,14.10
941,9/14/2023,14 09 2023 15:40:00,0.00,14.30
942,9/14/2023,14 09 2023 15:41:00,0.00,14.40
943,9/14/2023,14 09 2023 15:42:00,0.00,14.10
944,9/14/2023,14 09 2023 15:43:00,0.00,13.80
945,9/14/2023,14 09 2023 15:44:00,0.00,13.40
946,9/14/2023,14 09 2023 15:45:00,0.00,13.20
947,9/14/2023,14 09 2023 15:46:00,0.00,12.80
948,9/14/2023,14 09 2023 15:47:00,0.00,13.90
949,9/14/2023,14 09 2023 15:48:00,0.00,14.70
950,9/14/2023,14 09 2023 15:49:00,0.00,14.90
951,9/14/2023,14 09 2023 15:50:00,1.00,14.90
952,9/14/2023,14 09 2023 15:51:00,1.00,15.10
953,9/14/2023,14 09 2023 15:52:00,1.00,15.20
954,9/14/2023,14 09 2023 15:53:00,1.00,14.90
955,9/14/2023,14 09 2023 15:54:00,0.00,14.70
956,9/14/2023,14 09 2023 15:55:00,0.00,14.80
957,9/14/2023,14 09 2023 15:56:00,0.00,14.70
958,9/14/2023,14 09 2023 15:57:00,0.00,14.80
959,9/14/2023,14 09 2023 15:58:00,0.00,15.10
960,9/14/2023,14 09 2023 15:59:00,0.00,15.10
961,9/14/2023,14 09 2023 16:00:00,0.00,15.10
962,9/14/2023,14 09 2023 16:01:00,0.00,15.10
963,9/14/2023,14 09 2023 16:02:00,0.00,15.10
964,9/14/2023,14 09 2023 16:03:00,1.00,14.90
965,9/14/2023,14 09 2023 16:04:00,1.00,14.60
966,9/14/2023,14 09 2023 16:05:00,440.00,14.10
967,9/14/2023,14 09 2023 16:06:00,599.00,14.50
968,9/14/2023,14 09 2023 16:07:00,598.00,14.70
969,9/14/2023,14 09 2023 16:08:00,154.00,14.70
970,9/14/2023,14 09 2023 16:09:00,158.00,14.70
971,9/14/2023,14 09 2023 16:10:00,159.00,14.00
972,9/14/2023,14 09 2023 16:11:00,158.00,14.20
973,9/14/2023,14 09 2023 16:12:00,158.00,14.40
974,9/14/2023,14 09 2023 16:13:00,158.00,14.40
975,9/14/2023,14 09 2023 16:14:00,158.00,14.40
976,9/14/2023,14 09 2023 16:15:00,161.00,14.20
977,9/14/2023,14 09 2023 16:16:00,158.00,14.40
978,9/14/2023,14 09 2023 16:17:00,158.00,14.60
979,9/14/2023,14 09 2023 16:18:00,158.00,14.60
980,9/14/2023,14 09 2023 16:19:00,158.00,14.60
981,9/14/2023,14 09 2023 16:20:00,158.00,14.60
982,9/14/2023,14 09 2023 16:21:00,158.00,14.40
983,9/14/2023,14 09 2023 16:22:00,158.00,14.40
984,9/14/2023,14 09 2023 16:23:00,154.00,14.10
985,9/14/2023,14 09 2023 16:24:00,158.00,14.30
986,9/14/2023,14 09 2023 16:25:00,0.00,14.30
987,9/14/2023,14 09 2023 16:26:00,0.00,14.40
988,9/14/2023,14 09 2023 16:27:00,0.00,14.50
989,9/14/2023,14 09 2023 16:28:00,0.00,14.50
990,9/14/2023,14 09 2023 16:29:00,0.00,14.50
991,9/14/2023,14 09 2023 16:30:00,0.00,14.50
992,9/14/2023,14 09 2023 16:31:00,0.00,14.50
993,9/14/2023,14 09 2023 16:32:00,0.00,14.40
994,9/14/2023,14 09 2023 16:33:00,0.00,14.60
995,9/14/2023,14 09 2023 16:34:00,0.00,14.60
996,9/14/2023,14 09 2023 16:35:00,0.00,14.70
997,9/14/2023,14 09 2023 16:36:00,0.00,14.60
998,9/14/2023,14 09 2023 16:37:00,0.00,14.70
999,9/14/2023,14 09 2023 16:38:00,0.00,14.60
1000,9/14/2023,14 09 2023 16:39:00,0.00,14.50
1001,9/14/2023,14 09 2023 16:40:00,0.00,14.50
1002,9/14/2023,14 09 2023 16:41:00,0.00,14.30
1003,9/14/2023,14 09 2023 16:42:00,0.00,14.40
1004,9/14/2023,14 09 2023 16:43:00,0.00,14.40
1005,9/14/2023,14 09 2023 16:44:00,0.00,14.40
1006,9/14/2023,14 09 2023 16:45:00,0.00,14.40
1007,9/14/2023,14 09 2023 16:46:00,0.00,14.40
1008,9/14/2023,14 09 2023 16:47:00,0.00,14.40
1009,9/14/2023,14 09 2023 16:48:00,1.00,14.50
1010,9/14/2023,14 09 2023 16:49:00,1.00,14.50
1011,9/14/2023,14 09 2023 16:50:00,1.00,14.50
1012,9/14/2023,14 09 2023 16:51:00,1.00,14.10
1013,9/14/2023,14 09 2023 16:52:00,0.00,14.20
1014,9/14/2023,14 09 2023 16:53:00,0.00,14.30
1015,9/14/2023,14 09 2023 16:54:00,0.00,14.00
1016,9/14/2023,14 09 2023 16:55:00,0.00,14.60
1017,9/14/2023,14 09 2023 16:56:00,0.00,14.60
1018,9/14/2023,14 09 2023 16:57:00,0.00,14.60
1019,9/14/2023,14 09 2023 16:58:00,0.00,14.60
1020,9/14/2023,14 09 2023 16:59:00,0.00,14.50
1021,9/14/2023,14 09 2023 17:00:00,0.00,14.20
1022,9/14/2023,14 09 2023 17:01:00,0.00,14.40
1023,9/14/2023,14 09 2023 17:02:00,0.00,14.50
1024,9/14/2023,14 09 2023 17:03:00,0.00,14.60
1025,9/14/2023,14 09 2023 17:04:00,0.00,14.50
1026,9/14/2023,14 09 2023 17:05:00,0.00,14.40
1027,9/14/2023,14 09 2023 17:06:00,0.00,14.50
1028,9/14/2023,14 09 2023 17:07:00,0.00,14.50
1029,9/14/2023,14 09 2023 17:08:00,0.00,14.70
1030,9/14/2023,14 09 2023 17:09:00,0.00,14.70
1031,9/14/2023,14 09 2023 17:10:00,0.00,14.70
1032,9/14/2023,14 09 2023 17:11:00,0.00,14.70
1033,9/14/2023,14 09 2023 17:12:00,0.00,14.70
1034,9/14/2023,14 09 2023 17:13:00,0.00,14.60
1035,9/14/2023,14 09 2023 17:14:00,0.00,14.60
1036,9/14/2023,14 09 2023 17:15:00,0.00,14.50
1037,9/14/2023,14 09 2023 17:16:00,0.00,14.50
1038,9/14/2023,14 09 2023 17:17:00,0.00,14.20
1039,9/14/2023,14 09 2023 17:18:00,0.00,14.30
1040,9/14/2023,14 09 2023 17:19:00,0.00,14.50
1041,9/14/2023,14 09 2023 17:20:00,0.00,14.50
1042,9/14/2023,14 09 2023 17:21:00,0.00,14.50
1043,9/14/2023,14 09 2023 17:22:00,0.00,14.60
1044,9/14/2023,14 09 2023 17:23:00,0.00,14.60
1045,9/14/2023,14 09 2023 17:24:00,0.00,14.70
1046,9/14/2023,14 09 2023 17:25:00,0.00,14.60
1047,9/14/2023,14 09 2023 17:26:00,0.00,14.60
1048,9/14/2023,14 09 2023 17:27:00,0.00,14.60
1049,9/14/2023,14 09 2023 17:28:00,0.00,14.60
1050,9/14/2023,14 09 2023 17:29:00,0.00,14.70
1051,9/14/2023,14 09 2023 17:30:00,0.00,14.70
1052,9/14/2023,14 09 2023 17:31:00,0.00,14.70
1053,9/14/2023,14 09 2023 17:32:00,0.00,14.70
1054,9/14/2023,14 09 2023 17:33:00,0.00,14.60
1055,9/14/2023,14 09 2023 17:34:00,0.00,14.50
1056,9/14/2023,14 09 2023 17:35:00,0.00,14.50
1057,9/14/2023,14 09 2023 17:36:00,0.00,14.50
1058,9/14/2023,14 09 2023 17:37:00,0.00,14.50
1059,9/14/2023,14 09 2023 17:38:00,0.00,14.70
1060,9/14/2023,14 09 2023 17:39:00,0.00,14.70
1061,9/14/2023,14 09 2023 17:40:00,0.00,14.70
1062,9/14/2023,14 09 2023 17:41:00,0.00,14.70
1063,9/14/2023,14 09 2023 17:42:00,0.00,14.80
1064,9/14/2023,14 09 2023 17:43:00,0.00,14.80
1065,9/14/2023,14 09 2023 17:44:00,0.00,14.70
1066,9/14/2023,14 09 2023 17:45:00,0.00,14.30
1067,9/14/2023,14 09 2023 17:46:00,0.00,14.30
1068,9/14/2023,14 09 2023 17:47:00,0.00,14.30
1069,9/14/2023,14 09 2023 17:48:00,0.00,14.70
1070,9/14/2023,14 09 2023 17:49:00,0.00,14.70
1071,9/14/2023,14 09 2023 17:50:00,0.00,14.60
1072,9/14/2023,14 09 2023 17:51:00,0.00,14.50
1073,9/14/2023,14 09 2023 17:52:00,0.00,14.50
1074,9/14/2023,14 09 2023 17:53:00,0.00,14.40
1075,9/14/2023,14 09 2023 17:54:00,0.00,14.40
1076,9/14/2023,14 09 2023 17:55:00,0.00,14.50
1077,9/14/2023,14 09 2023 17:56:00,0.00,14.50
1078,9/14/2023,14 09 2023 17:57:00,0.00,14.70
1079,9/14/2023,14 09 2023 17:58:00,0.00,14.70
1080,9/14/2023,14 09 2023 17:59:00,0.00,14.80
1081,9/14/2023,14 09 2023 18:00:00,0.00,14.70
1082,9/14/2023,14 09 2023 18:01:00,0.00,14.70
1083,9/14/2023,14 09 2023 18:02:00,0.00,14.80
1084,9/14/2023,14 09 2023 18:03:00,0.00,14.70
1085,9/14/2023,14 09 2023 18:04:00,0.00,14.60
1086,9/14/2023,14 09 2023 18:05:00,0.00,14.60
1087,9/14/2023,14 09 2023 18:06:00,0.00,14.50
1088,9/14/2023,14 09 2023 18:07:00,0.00,14.60
1089,9/14/2023,14 09 2023 18:08:00,0.00,14.60
1090,9/14/2023,14 09 2023 18:09:00,0.00,14.60
1091,9/14/2023,14 09 2023 18:10:00,0.00,14.60
1092,9/14/2023,14 09 2023 18:11:00,0.00,14.80
1093,9/14/2023,14 09 2023 18:12:00,0.00,14.80
1094,9/14/2023,14 09 2023 18:13:00,0.00,14.80
1095,9/14/2023,14 09 2023 18:14:00,0.00,14.80
1096,9/14/2023,14 09 2023 18:15:00,0.00,14.80
1097,9/14/2023,14 09 2023 18:16:00,0.00,14.80
1098,9/14/2023,14 09 2023 18:17:00,0.00,14.70
1099,9/14/2023,14 09 2023 18:18:00,0.00,14.70
1100,9/14/2023,14 09 2023 18:19:00,0.00,14.70
1101,9/14/2023,14 09 2023 18:20:00,0.00,14.70
1102,9/14/2023,14 09 2023 18:21:00,0.00,14.70
1103,9/14/2023,14 09 2023 18:22:00,0.00,14.70
1104,9/14/2023,14 09 2023 18:23:00,0.00,14.80
1105,9/14/2023,14 09 2023 18:24:00,0.00,14.80
1106,9/14/2023,14 09 2023 18:25:00,0.00,14.80
1107,9/14/2023,14 09 2023 18:26:00,0.00,14.80
1108,9/14/2023,14 09 2023 18:27:00,317.00,14.80
1109,9/14/2023,14 09 2023 18:28:00,318.00,13.90
1110,9/14/2023,14 09 2023 18:29:00,318.00,13.50
1111,9/14/2023,14 09 2023 18:30:00,198.00,13.40
1112,9/14/2023,14 09 2023 18:31:00,199.00,14.00
1113,9/14/2023,14 09 2023 18:32:00,198.00,14.80
1114,9/14/2023,14 09 2023 18:33:00,199.00,14.80
1115,9/14/2023,14 09 2023 18:34:00,198.00,14.90
1116,9/14/2023,14 09 2023 18:35:00,151.00,14.70
1117,9/14/2023,14 09 2023 18:36:00,99.00,14.70
1118,9/14/2023,14 09 2023 18:37:00,139.00,14.80
1119,9/14/2023,14 09 2023 18:38:00,139.00,14.70
1120,9/14/2023,14 09 2023 18:39:00,98.00,14.80
1121,9/14/2023,14 09 2023 18:40:00,98.00,15.00
1122,9/14/2023,14 09 2023 18:41:00,98.00,15.30
1123,9/14/2023,14 09 2023 18:42:00,58.00,15.30
1124,9/14/2023,14 09 2023 18:43:00,58.00,15.40
1125,9/14/2023,14 09 2023 18:44:00,0.00,15.50
1126,9/14/2023,14 09 2023 18:45:00,0.00,14.60
1127,9/14/2023,14 09 2023 18:46:00,0.00,14.00
1128,9/14/2023,14 09 2023 18:47:00,0.00,14.40
1129,9/14/2023,14 09 2023 18:48:00,0.00,15.10
1130,9/14/2023,14 09 2023 18:49:00,0.00,15.50
1131,9/14/2023,14 09 2023 18:50:00,0.00,14.70
1132,9/14/2023,14 09 2023 18:51:00,0.00,14.60
1133,9/14/2023,14 09 2023 18:52:00,0.00,15.00
1134,9/14/2023,14 09 2023 18:53:00,0.00,15.00
1135,9/14/2023,14 09 2023 18:54:00,0.00,15.00
1136,9/14/2023,14 09 2023 18:55:00,0.00,14.90
1137,9/14/2023,14 09 2023 18:56:00,0.00,14.70
1138,9/14/2023,14 09 2023 18:57:00,0.00,14.50
1139,9/14/2023,14 09 2023 18:58:00,0.00,14.40
1140,9/14/2023,14 09 2023 18:59:00,0.00,14.70
1141,9/14/2023,14 09 2023 19:00:00,0.00,13.50
1142,9/14/2023,14 09 2023 19:01:00,0.00,14.80
1143,9/14/2023,14 09 2023 19:02:00,0.00,15.10
1144,9/14/2023,14 09 2023 19:03:00,0.00,15.20
1145,9/14/2023,14 09 2023 19:04:00,0.00,15.20
1146,9/14/2023,14 09 2023 19:05:00,0.00,15.20
1147,9/14/2023,14 09 2023 19:06:00,0.00,15.10
1148,9/14/2023,14 09 2023 19:07:00,0.00,12.60
1149,9/14/2023,14 09 2023 19:08:00,0.00,13.90
1150,9/14/2023,14 09 2023 19:09:00,1.00,14.60
1151,9/14/2023,14 09 2023 19:10:00,1.00,14.90
1152,9/14/2023,14 09 2023 19:11:00,1.00,15.00
1153,9/14/2023,14 09 2023 19:12:00,1.00,14.90
1154,9/14/2023,14 09 2023 19:13:00,0.00,14.70
1155,9/14/2023,14 09 2023 19:14:00,0.00,14.80
1156,9/14/2023,14 09 2023 19:15:00,0.00,14.80
1157,9/14/2023,14 09 2023 19:16:00,0.00,14.70
1158,9/14/2023,14 09 2023 19:17:00,0.00,14.60
1159,9/14/2023,14 09 2023 19:18:00,0.00,14.60
1160,9/14/2023,14 09 2023 19:19:00,0.00,14.70
1161,9/14/2023,14 09 2023 19:20:00,0.00,14.70
1162,9/14/2023,14 09 2023 19:21:00,0.00,14.60
1163,9/14/2023,14 09 2023 19:22:00,0.00,14.60
1164,9/14/2023,14 09 2023 19:23:00,0.00,14.40
1165,9/14/2023,14 09 2023 19:24:00,0.00,14.40
1166,9/14/2023,14 09 2023 19:25:00,0.00,14.40
1167,9/14/2023,14 09 2023 19:26:00,0.00,14.40
1168,9/14/2023,14 09 2023 19:27:00,0.00,14.40
1169,9/14/2023,14 09 2023 19:28:00,0.00,14.60
1170,9/14/2023,14 09 2023 19:29:00,0.00,14.90
1171,9/14/2023,14 09 2023 19:30:00,0.00,14.70
1172,9/14/2023,14 09 2023 19:31:00,0.00,14.90
1173,9/14/2023,14 09 2023 19:32:00,0.00,14.90
1174,9/14/2023,14 09 2023 19:33:00,0.00,14.90
1175,9/14/2023,14 09 2023 19:34:00,0.00,14.90
1176,9/14/2023,14 09 2023 19:35:00,0.00,14.70
1177,9/14/2023,14 09 2023 19:36:00,0.00,14.50
1178,9/14/2023,14 09 2023 19:37:00,0.00,14.30
1179,9/14/2023,14 09 2023 19:38:00,0.00,14.40
1180,9/14/2023,14 09 2023 19:39:00,0.00,14.20
1181,9/14/2023,14 09 2023 19:40:00,0.00,14.20
1182,9/14/2023,14 09 2023 19:41:00,0.00,14.40
1183,9/14/2023,14 09 2023 19:42:00,0.00,14.40
1184,9/14/2023,14 09 2023 19:43:00,0.00,14.40
1185,9/14/2023,14 09 2023 19:44:00,0.00,14.40
1186,9/14/2023,14 09 2023 19:45:00,0.00,14.70
1187,9/14/2023,14 09 2023 19:46:00,0.00,14.70
1188,9/14/2023,14 09 2023 19:47:00,0.00,14.70
1189,9/14/2023,14 09 2023 19:48:00,0.00,14.60
1190,9/14/2023,14 09 2023 19:49:00,0.00,14.60
1191,9/14/2023,14 09 2023 19:50:00,0.00,14.60
1192,9/14/2023,14 09 2023 19:51:00,0.00,14.60
1193,9/14/2023,14 09 2023 19:52:00,0.00,14.60
1194,9/14/2023,14 09 2023 19:53:00,0.00,14.30
1195,9/14/2023,14 09 2023 19:54:00,0.00,14.10
1196,9/14/2023,14 09 2023 19:55:00,0.00,14.10
1197,9/14/2023,14 09 2023 19:56:00,0.00,14.30
1198,9/14/2023,14 09 2023 19:57:00,0.00,14.50
1199,9/14/2023,14 09 2023 19:58:00,0.00,14.50
1200,9/14/2023,14 09 2023 19:59:00,0.00,14.30
1201,9/14/2023,14 09 2023 20:00:00,0.00,14.40
1202,9/14/2023,14 09 2023 20:01:00,0.00,14.30
1203,9/14/2023,14 09 2023 20:02:00,0.00,14.30
1204,9/14/2023,14 09 2023 20:03:00,0.00,14.30
1205,9/14/2023,14 09 2023 20:04:00,0.00,14.30
1206,9/14/2023,14 09 2023 20:05:00,0.00,14.30
1207,9/14/2023,14 09 2023 20:06:00,0.00,14.00
1208,9/14/2023,14 09 2023 20:07:00,0.00,14.10
1209,9/14/2023,14 09 2023 20:08:00,0.00,14.30
1210,9/14/2023,14 09 2023 20:09:00,0.00,14.40
1211,9/14/2023,14 09 2023 20:10:00,0.00,14.20
1212,9/14/2023,14 09 2023 20:11:00,0.00,13.80
1213,9/14/2023,14 09 2023 20:12:00,0.00,13.70
1214,9/14/2023,14 09 2023 20:13:00,0.00,13.60
1215,9/14/2023,14 09 2023 20:14:00,0.00,13.80
1216,9/14/2023,14 09 2023 20:15:00,0.00,14.10
1217,9/14/2023,14 09 2023 20:16:00,0.00,14.20
1218,9/14/2023,14 09 2023 20:17:00,0.00,14.20
1219,9/14/2023,14 09 2023 20:18:00,0.00,14.00
1220,9/14/2023,14 09 2023 20:19:00,0.00,13.90
1221,9/14/2023,14 09 2023 20:20:00,0.00,14.10
1222,9/14/2023,14 09 2023 20:21:00,0.00,14.10
1223,9/14/2023,14 09 2023 20:22:00,0.00,14.20
1224,9/14/2023,14 09 2023 20:23:00,0.00,14.30
1225,9/14/2023,14 09 2023 20:24:00,0.00,14.30
1226,9/14/2023,14 09 2023 20:25:00,0.00,14.30
1227,9/14/2023,14 09 2023 20:26:00,0.00,14.40
1228,9/14/2023,14 09 2023 20:27:00,0.00,14.50
1229,9/14/2023,14 09 2023 20:28:00,0.00,14.30
1230,9/14/2023,14 09 2023 20:29:00,0.00,14.20
1231,9/14/2023,14 09 2023 20:30:00,0.00,14.30
1232,9/14/2023,14 09 2023 20:31:00,0.00,14.10
1233,9/14/2023,14 09 2023 20:32:00,0.00,14.10
1234,9/14/2023,14 09 2023 20:33:00,0.00,14.10
1235,9/14/2023,14 09 2023 20:34:00,0.00,14.20
1236,9/14/2023,14 09 2023 20:35:00,0.00,14.20
1237,9/14/2023,14 09 2023 20:36:00,0.00,14.20
1238,9/14/2023,14 09 2023 20:37:00,0.00,14.30
1239,9/14/2023,14 09 2023 20:38:00,0.00,14.30
1240,9/14/2023,14 09 2023 20:39:00,0.00,14.30
1241,9/14/2023,14 09 2023 20:40:00,0.00,14.40
1242,9/14/2023,14 09 2023 20:41:00,0.00,14.40
1243,9/14/2023,14 09 2023 20:42:00,0.00,14.30
1244,9/14/2023,14 09 2023 20:43:00,0.00,14.40
1245,9/14/2023,14 09 2023 20:44:00,0.00,14.40
1246,9/14/2023,14 09 2023 20:45:00,0.00,14.30
1247,9/14/2023,14 09 2023 20:46:00,0.00,14.20
1248,9/14/2023,14 09 2023 20:47:00,0.00,13.90
1249,9/14/2023,14 09 2023 20:48:00,0.00,13.80
1250,9/14/2023,14 09 2023 20:49:00,0.00,13.80
1251,9/14/2023,14 09 2023 20:50:00,0.00,13.80
1252,9/14/2023,14 09 2023 20:51:00,0.00,14.20
1253,9/14/2023,14 09 2023 20:52:00,0.00,14.30
1254,9/14/2023,14 09 2023 20:53:00,0.00,14.30
1255,9/14/2023,14 09 2023 20:54:00,0.00,14.40
1256,9/14/2023,14 09 2023 20:55:00,0.00,14.50
1257,9/14/2023,14 09 2023 20:56:00,0.00,14.60
1258,9/14/2023,14 09 2023 20:57:00,0.00,14.60
1259,9/14/2023,14 09 2023 20:58:00,0.00,14.50
1260,9/14/2023,14 09 2023 20:59:00,0.00,14.50
1261,9/14/2023,14 09 2023 21:00:00,0.00,14.60
1262,9/14/2023,14 09 2023 21:01:00,0.00,14.60
1263,9/14/2023,14 09 2023 21:02:00,0.00,14.60
1264,9/14/2023,14 09 2023 21:03:00,0.00,14.70
1265,9/14/2023,14 09 2023 21:04:00,0.00,14.80
1266,9/14/2023,14 09 2023 21:05:00,0.00,14.90
1267,9/14/2023,14 09 2023 21:06:00,0.00,14.90
1268,9/14/2023,14 09 2023 21:07:00,0.00,14.90
1269,9/14/2023,14 09 2023 21:08:00,0.00,14.30
1270,9/14/2023,14 09 2023 21:09:00,0.00,14.20
1271,9/14/2023,14 09 2023 21:10:00,0.00,14.30
1272,9/14/2023,14 09 2023 21:11:00,0.00,14.70
1273,9/14/2023,14 09 2023 21:12:00,0.00,14.90
1274,9/14/2023,14 09 2023 21:13:00,0.00,14.70
1275,9/14/2023,14 09 2023 21:14:00,0.00,14.70
1276,9/14/2023,14 09 2023 21:15:00,0.00,14.70
1277,9/14/2023,14 09 2023 21:16:00,0.00,14.90
1278,9/14/2023,14 09 2023 21:17:00,0.00,14.80
1279,9/14/2023,14 09 2023 21:18:00,0.00,14.90
1280,9/14/2023,14 09 2023 21:19:00,0.00,14.90
1281,9/14/2023,14 09 2023 21:20:00,0.00,14.90
1282,9/14/2023,14 09 2023 21:21:00,0.00,14.90
1283,9/14/2023,14 09 2023 21:22:00,0.00,14.90
1284,9/14/2023,14 09 2023 21:23:00,0.00,14.90
1285,9/14/2023,14 09 2023 21:24:00,0.00,15.10
1286,9/14/2023,14 09 2023 21:25:00,0.00,15.10
1287,9/14/2023,14 09 2023 21:26:00,0.00,15.10
1288,9/14/2023,14 09 2023 21:27:00,0.00,15.10
1289,9/14/2023,14 09 2023 21:28:00,0.00,15.10
1290,9/14/2023,14 09 2023 21:29:00,0.00,15.10
1291,9/14/2023,14 09 2023 21:30:00,0.00,14.90
1292,9/14/2023,14 09 2023 21:31:00,0.00,14.60
1293,9/14/2023,14 09 2023 21:32:00,0.00,14.50
1294,9/14/2023,14 09 2023 21:33:00,0.00,14.50
1295,9/14/2023,14 09 2023 21:34:00,0.00,14.70
1296,9/14/2023,14 09 2023 21:35:00,0.00,15.10
1297,9/14/2023,14 09 2023 21:36:00,0.00,15.20
1298,9/14/2023,14 09 2023 21:37:00,0.00,15.20
1299,9/14/2023,14 09 2023 21:38:00,0.00,15.20
1300,9/14/2023,14 09 2023 21:39:00,0.00,15.20
1301,9/14/2023,14 09 2023 21:40:00,579.00,14.80
1302,9/14/2023,14 09 2023 21:41:00,396.00,14.40
1303,9/14/2023,14 09 2023 21:42:00,405.00,14.60
1304,9/14/2023,14 09 2023 21:43:00,176.00,14.60
1305,9/14/2023,14 09 2023 21:44:00,166.00,14.60
1306,9/14/2023,14 09 2023 21:45:00,160.00,14.40
1307,9/14/2023,14 09 2023 21:46:00,159.00,14.30
1308,9/14/2023,14 09 2023 21:47:00,158.00,14.50
1309,9/14/2023,14 09 2023 21:48:00,159.00,14.60
1310,9/14/2023,14 09 2023 21:49:00,158.00,14.60
1311,9/14/2023,14 09 2023 21:50:00,159.00,14.50
1312,9/14/2023,14 09 2023 21:51:00,159.00,14.70
1313,9/14/2023,14 09 2023 21:52:00,178.00,14.80
1314,9/14/2023,14 09 2023 21:53:00,178.00,14.80
1315,9/14/2023,14 09 2023 21:54:00,178.00,14.90
1316,9/14/2023,14 09 2023 21:55:00,179.00,14.90
1317,9/14/2023,14 09 2023 21:56:00,178.00,14.90
1318,9/14/2023,14 09 2023 21:57:00,178.00,14.90
1319,9/14/2023,14 09 2023 21:58:00,178.00,14.60
1320,9/14/2023,14 09 2023 21:59:00,178.00,14.50
1321,9/14/2023,14 09 2023 22:00:00,178.00,14.50
1322,9/14/2023,14 09 2023 22:01:00,178.00,14.80
1323,9/14/2023,14 09 2023 22:02:00,177.00,14.70
1324,9/14/2023,14 09 2023 22:03:00,139.00,14.70
1325,9/14/2023,14 09 2023 22:04:00,98.00,14.70
1326,9/14/2023,14 09 2023 22:05:00,98.00,14.60
1327,9/14/2023,14 09 2023 22:06:00,98.00,14.60
1328,9/14/2023,14 09 2023 22:07:00,98.00,14.80
1329,9/14/2023,14 09 2023 22:08:00,98.00,14.80
1330,9/14/2023,14 09 2023 22:09:00,98.00,14.70
1331,9/14/2023,14 09 2023 22:10:00,98.00,14.70
1332,9/14/2023,14 09 2023 22:11:00,98.00,14.70
1333,9/14/2023,14 09 2023 22:12:00,38.00,14.70
1334,9/14/2023,14 09 2023 22:13:00,0.00,14.80
1335,9/14/2023,14 09 2023 22:14:00,0.00,14.80
1336,9/14/2023,14 09 2023 22:15:00,0.00,14.70
1337,9/14/2023,14 09 2023 22:16:00,0.00,14.80
1338,9/14/2023,14 09 2023 22:17:00,0.00,14.90
1339,9/14/2023,14 09 2023 22:18:00,0.00,14.60
1340,9/14/2023,14 09 2023 22:19:00,0.00,14.60
1341,9/14/2023,14 09 2023 22:20:00,0.00,14.60
1342,9/14/2023,14 09 2023 22:21:00,0.00,14.80
1343,9/14/2023,14 09 2023 22:22:00,0.00,14.90
1344,9/14/2023,14 09 2023 22:23:00,0.00,14.90
1345,9/14/2023,14 09 2023 22:24:00,0.00,14.90
1346,9/14/2023,14 09 2023 22:25:00,0.00,14.90
1347,9/14/2023,14 09 2023 22:26:00,0.00,14.90
1348,9/14/2023,14 09 2023 22:27:00,0.00,14.90
1349,9/14/2023,14 09 2023 22:28:00,0.00,14.80
1350,9/14/2023,14 09 2023 22:29:00,0.00,14.80
1351,9/14/2023,14 09 2023 22:30:00,0.00,14.80
1352,9/14/2023,14 09 2023 22:31:00,0.00,14.80
1353,9/14/2023,14 09 2023 22:32:00,0.00,14.80
1354,9/14/2023,14 09 2023 22:33:00,0.00,14.90
1355,9/14/2023,14 09 2023 22:34:00,0.00,14.80
1356,9/14/2023,14 09 2023 22:35:00,0.00,14.90
1357,9/14/2023,14 09 2023 22:36:00,1.00,14.90
1358,9/14/2023,14 09 2023 22:37:00,1.00,15.20
1359,9/14/2023,14 09 2023 22:38:00,1.00,15.30
1360,9/14/2023,14 09 2023 22:39:00,1.00,15.30
1361,9/14/2023,14 09 2023 22:40:00,1.00,15.30
1362,9/14/2023,14 09 2023 22:41:00,0.00,15.10
1363,9/14/2023,14 09 2023 22:42:00,510.00,14.80
1364,9/14/2023,14 09 2023 22:43:00,409.00,15.00
1365,9/14/2023,14 09 2023 22:44:00,275.00,15.00
1366,9/14/2023,14 09 2023 22:45:00,117.00,15.10
1367,9/14/2023,14 09 2023 22:46:00,118.00,15.10
1368,9/14/2023,14 09 2023 22:47:00,118.00,15.10
1369,9/14/2023,14 09 2023 22:48:00,118.00,14.90
1370,9/14/2023,14 09 2023 22:49:00,189.00,15.00
1371,9/14/2023,14 09 2023 22:50:00,188.00,15.00
1372,9/14/2023,14 09 2023 22:51:00,188.00,15.00
1373,9/14/2023,14 09 2023 22:52:00,188.00,15.00
1374,9/14/2023,14 09 2023 22:53:00,188.00,15.10
1375,9/14/2023,14 09 2023 22:54:00,188.00,15.10
1376,9/14/2023,14 09 2023 22:55:00,188.00,15.10
1377,9/14/2023,14 09 2023 22:56:00,188.00,15.10
1378,9/14/2023,14 09 2023 22:57:00,188.00,15.10
1379,9/14/2023,14 09 2023 22:58:00,188.00,15.10
