indice;Fecha ;Tmie;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FIQ151
302;4/10/2022;7:31:29;8316,67;12,21;925,17;5029,25;161,38;115,13;2085,75
303;4/10/2022;7:32:59;8405,14;12,23;944,71;5032,33;236,71;111,00;2080,39
304;4/10/2022;7:34:29;5368,39;12,74;1025,50;1083,00;337,28;170,44;2752,17
305;4/10/2022;7:35:59;4797,92;13,08;986,00;815,67;243,00;149,75;2603,51
306;4/10/2022;7:37:29;4245,31;13,48;874,92;323,80;438,78;209,25;2398,57
307;4/10/2022;7:38:59;3368,67;13,88;0,00;679,50;197,20;142,89;2349,08
308;4/10/2022;7:40:29;3836,71;14,18;0,00;847,33;209,27;134,38;2645,74
309;4/10/2022;7:41:59;5139,53;14,26;0,00;2429,89;232,00;106,44;2371,20
310;4/10/2022;7:43:29;5636,78;14,21;0,00;2871,38;104,00;102,22;2559,18
311;4/10/2022;7:44:59;6911,67;13,96;0,00;4910,70;0,00;110,10;1890,87
312;4/10/2022;7:46:29;6854,88;13,68;0,00;4926,56;168,40;4,50;1755,42
313;4/10/2022;7:47:59;6998,13;13,43;0,00;4944,11;139,86;60,00;1854,16
314;4/10/2022;7:49:29;5877,80;13,35;0,00;3817,75;279,71;93,00;1687,34
315;4/10/2022;7:50:59;4002,44;13,73;0,00;844,10;322,95;169,22;2666,17
316;4/10/2022;7:52:29;5049,53;14,00;0,00;2182,44;162,76;171,78;2532,54
317;4/10/2022;7:53:59;5210,53;14,10;0,00;2478,56;269,76;156,89;2305,32
318;4/10/2022;7:55:29;6229,65;14,20;0,00;3049,25;110,12;68,63;3001,65
319;4/10/2022;7:56:59;7475,12;14,08;0,00;5004,80;236,11;103,50;2130,71
320;4/10/2022;7:58:29;7064,14;14,07;0,00;5057,00;118,18;180,80;1708,17
321;4/10/2022;7:59:59;6999,25;14,04;0,00;5065,78;120,13;167,38;1645,96
322;4/10/2022;8:01:29;7146,57;14,05;0,00;4546,78;224,79;160,11;2214,90
323;4/10/2022;8:02:59;6882,75;14,04;0,00;5069,00;109,80;104,00;1599,95
324;4/10/2022;8:04:29;7128,47;14,09;0,00;5082,89;169,83;119,11;1756,63
325;4/10/2022;8:05:59;6915,13;14,05;0,00;5068,29;156,00;131,38;1559,47
326;4/10/2022;8:07:29;5825,17;14,04;0,00;4230,67;118,80;139,11;1336,59
327;4/10/2022;8:08:59;5271,22;13,93;0,00;3663,38;180,20;77,44;1350,20
328;4/10/2022;8:10:29;5163,36;13,82;0,00;3567,11;97,12;83,00;1416,13
329;4/10/2022;8:11:59;5240,86;13,74;0,00;3593,43;83,18;92,00;1472,25
330;4/10/2022;8:13:29;5282,50;13,61;0,00;3605,56;186,53;136,63;1353,79
331;4/10/2022;8:14:59;5231,19;13,54;0,00;3550,00;89,24;108,80;1483,15
332;4/10/2022;8:16:29;5214,21;13,44;0,00;3593,86;130,69;80,25;1409,42
333;4/10/2022;8:17:59;5317,20;13,39;0,00;3612,56;161,80;93,89;1448,96
334;4/10/2022;8:19:29;5228,00;13,32;0,00;3654,83;96,87;108,33;1367,96
335;4/10/2022;8:20:59;5484,80;13,30;0,00;3661,25;192,71;155,67;1475,18
336;4/10/2022;8:22:29;5476,81;13,26;0,00;3658,13;108,93;102,44;1607,31
337;4/10/2022;8:23:59;6304,41;13,15;0,00;4548,33;128,18;72,11;1555,79
338;4/10/2022;8:25:29;5571,46;13,26;0,00;3659,67;220,82;121,50;1569,47
339;4/10/2022;8:26:59;3552,88;13,65;0,00;979,33;241,56;180,22;2151,76
340;4/10/2022;8:28:29;3615,07;14,09;0,00;789,89;360,73;223,44;2241,00
341;4/10/2022;8:29:59;2885,41;14,56;0,00;48,80;312,19;158,00;2366,42
342;4/10/2022;8:31:29;2824,00;14,89;0,00;659,00;191,12;138,44;1835,44
343;4/10/2022;8:32:59;3105,13;15,09;0,00;833,67;255,42;124,89;1891,15
344;4/10/2022;8:34:29;4003,06;14,88;0,00;2345,78;59,00;92,00;1506,28
345;4/10/2022;8:35:59;4845,65;14,89;0,00;2606,25;163,64;154,56;1921,20
346;4/10/2022;8:37:29;6068,19;14,54;0,00;4818,89;106,86;0,00;1142,44
347;4/10/2022;8:38:59;6801,71;14,39;0,00;4986,38;96,93;98,11;1620,29
348;4/10/2022;8:40:29;4505,31;14,58;0,00;2798,67;324,00;143,33;1239,31
349;4/10/2022;8:41:59;3393,39;15,03;0,00;888,11;232,89;178,00;2094,39
350;4/10/2022;8:43:29;4115,71;15,02;0,00;2117,56;90,40;139,78;1767,97
351;4/10/2022;8:44:59;4919,94;15,11;0,00;2730,12;266,89;130,00;1792,93
352;4/10/2022;8:46:29;4239,67;15,01;1069,53;2575,33;137,67;81,75;375,39
353;4/10/2022;8:47:59;7410,67;14,28;2139,08;4944,22;17,29;49,62;260,44
354;4/10/2022;8:49:29;8408,53;13,82;2539,86;5015,89;34,59;0,00;818,20
355;4/10/2022;8:50:59;8504,00;13,32;2386,43;5004,56;51,88;32,50;1028,63
356;4/10/2022;8:52:29;9713,24;12,45;4439,28;4935,89;69,17;36,40;232,49
357;4/10/2022;8:53:59;10751,67;11,99;4489,11;5016,67;86,47;72,80;1086,62
358;4/10/2022;8:55:29;11142,27;11,88;4509,25;5019,11;103,76;266,14;1244,00
359;4/10/2022;8:56:59;11209,75;11,79;4509,00;5021,56;121,06;82,88;1475,26
360;4/10/2022;8:58:29;10923,41;11,74;4668,93;4602,33;156,88;98,00;1397,26
361;4/10/2022;8:59:59;11391,21;11,66;6237,42;3645,33;84,65;75,63;1348,19
362;4/10/2022;9:01:29;11810,06;11,76;6312,40;3571,44;224,56;107,56;1594,10
363;4/10/2022;9:02:59;10486,56;11,96;4450,14;4063,44;277,75;125,71;1569,50
364;4/10/2022;9:04:29;11107,61;11,89;5547,53;3969,00;133,70;105,00;1352,38
365;4/10/2022;9:05:59;10012,81;12,06;4465,00;3524,89;210,76;96,56;1715,60
366;4/10/2022;9:07:29;7304,06;12,50;2563,41;2418,22;308,33;172,78;1841,31
367;4/10/2022;9:08:59;4419,56;13,12;1007,42;842,38;228,50;147,75;2193,52
368;4/10/2022;9:10:29;4297,77;13,53;1009,42;844,10;265,56;140,56;2038,13
369;4/10/2022;9:11:59;3840,20;13,88;1002,71;541,44;267,06;138,11;1890,87
370;4/10/2022;9:13:29;3522,71;14,29;1025,08;0,00;218,83;142,17;2136,63
371;4/10/2022;9:14:59;3488,50;14,67;1030,23;0,00;212,18;129,89;2116,20
372;4/10/2022;9:16:29;3820,31;14,87;1008,33;758,17;258,00;114,11;1681,70
373;4/10/2022;9:17:59;3726,50;14,96;994,42;824,44;135,64;106,63;1665,37
374;4/10/2022;9:19:29;3851,53;15,04;1006,33;833,00;144,50;112,86;1754,84
375;4/10/2022;9:20:59;3644,29;14,74;883,00;1783,44;86,27;69,40;822,18
376;4/10/2022;9:22:29;6911,82;14,53;986,39;3689,56;330,67;109,14;1796,07
377;4/10/2022;9:23:59;6447,69;14,56;965,50;3689,71;159,83;82,25;1550,39
378;4/10/2022;9:25:29;4951,53;14,49;1504,00;1921,67;142,00;95,29;1288,58
379;4/10/2022;9:26:59;8123,00;14,07;2771,50;3784,89;75,50;72,40;1418,71
380;4/10/2022;9:28:29;8329,50;13,74;2747,08;4411,78;93,00;20,00;1057,65
381;4/10/2022;9:29:59;7723,88;13,51;2762,92;3633,86;82,78;37,50;1206,82
382;4/10/2022;9:31:29;7020,75;13,49;1016,57;3986,22;149,47;91,89;1776,60
383;4/10/2022;9:32:59;5989,46;13,85;773,50;2674,78;415,33;144,89;1980,96
384;4/10/2022;9:34:29;4289,94;14,76;455,46;921,67;359,56;178,56;2374,70
385;4/10/2022;9:35:59;4210,20;15,10;910,92;858,89;189,56;132,44;2118,40
386;4/10/2022;9:37:29;4050,69;15,13;961,40;1112,25;112,61;87,00;1777,43
387;4/10/2022;9:38:59;6445,94;14,69;1600,79;3815,67;86,67;0,00;942,82
388;4/10/2022;9:40:29;6314,83;14,42;2550,33;2222,38;112,78;56,33;1373,01
389;4/10/2022;9:41:59;6643,83;14,64;2683,65;1465,89;243,50;143,00;2107,80
390;4/10/2022;9:43:29;5512,13;14,90;2549,85;823,78;154,11;105,89;1878,51
391;4/10/2022;9:44:59;5997,19;14,58;2452,28;2337,40;33,20;23,80;1150,51
392;4/10/2022;9:46:29;6013,86;14,69;2637,92;1064,00;203,24;132,56;1976,14
393;4/10/2022;9:47:59;5010,41;14,91;1904,35;836,11;234,82;117,63;1917,50
394;4/10/2022;9:49:29;3579,50;15,22;1041,62;66,67;267,71;139,56;2063,96
395;4/10/2022;9:50:59;3427,82;15,34;1360,53;622,67;159,47;106,38;1178,78
396;4/10/2022;9:52:29;4218,24;14,69;2505,17;586,44;53,05;71,00;1002,57
397;4/10/2022;9:53:59;7103,06;14,78;2560,46;2301,63;106,10;116,87;2018,00
398;4/10/2022;9:55:29;6526,93;14,49;2474,50;2517,90;30,50;55,60;1448,43
399;4/10/2022;9:56:59;10187,68;12,94;6130,67;4700,22;15,23;29,57;-688,01
400;4/10/2022;9:58:29;10251,00;12,34;6340,59;2743,33;30,47;59,14;1077,47
401;4/10/2022;9:59:59;9136,13;12,43;6370,80;811,78;45,70;88,71;1819,14
402;4/10/2022;10:01:29;10039,62;12,13;6281,00;2404,00;60,93;48,40;1245,29
403;4/10/2022;10:02:59;10223,88;12,08;6253,67;2466,29;76,17;96,00;1331,76
404;4/10/2022;10:04:29;10831,47;12,01;5902,56;2947,30;91,40;114,75;1775,46
405;4/10/2022;10:05:59;12551,20;11,59;6248,64;4897,25;182,25;71,25;1151,81
406;4/10/2022;10:07:29;11992,57;11,74;4751,50;5099,20;364,50;150,50;1626,87
407;4/10/2022;10:08:59;9055,11;12,40;955,67;5092,89;237,94;150,89;2617,73
408;4/10/2022;10:10:29;8403,13;12,69;956,17;5053,67;172,19;123,56;2097,55
409;4/10/2022;10:11:59;9230,60;12,43;2844,56;4887,88;92,43;72,20;1333,53
410;4/10/2022;10:13:29;9634,31;12,28;2750,08;5041,89;99,33;92,56;1650,46
411;4/10/2022;10:14:59;8868,53;12,46;1899,60;4834,20;159,35;110,20;1865,18
412;4/10/2022;10:16:29;7591,44;12,88;1400,85;3710,67;255,00;159,43;2065,50
413;4/10/2022;10:17:59;7163,06;13,40;889,27;3714,78;276,87;152,11;2130,04
414;4/10/2022;10:19:29;6528,47;13,90;208,13;3721,33;272,76;151,67;2174,58
415;4/10/2022;10:20:59;6741,82;14,37;416,25;3606,25;249,00;282,13;2188,20
416;4/10/2022;10:22:29;6015,39;14,62;624,38;3646,89;169,76;119,33;1455,03
417;4/10/2022;10:23:59;6233,65;14,59;832,50;3579,67;188,11;86,78;1546,59
418;4/10/2022;10:25:29;6738,00;14,64;947,64;3637,11;173,53;99,14;1880,58
419;4/10/2022;10:26:59;6782,23;13,99;1660,47;4390,25;1,50;11,50;718,51
420;4/10/2022;10:28:29;8767,69;13,64;2585,38;4524,70;20,25;201,50;1435,86
421;4/10/2022;10:29:59;7763,50;13,50;2563,67;3694,71;40,50;110,00;1354,62
422;4/10/2022;10:31:29;7803,85;13,09;2483,06;4350,00;60,75;51,75;858,28
423;4/10/2022;10:32:59;7782,59;12,93;2517,64;3625,33;81,00;74,13;1484,49
424;4/10/2022;10:34:29;7244,00;13,11;1388,54;3423,20;301,50;132,25;1998,51
425;4/10/2022;10:35:59;5895,88;14,12;1057,71;991,88;402,47;300,30;3143,51
426;4/10/2022;10:37:29;6238,12;14,77;2241,50;823,63;356,06;175,67;2641,27
427;4/10/2022;10:38:59;4845,07;14,94;2596,71;23,00;153,50;101,00;1970,86
428;4/10/2022;10:40:29;4781,27;14,97;2571,06;368,00;141,47;102,78;1597,96
429;4/10/2022;10:41:59;5164,42;14,95;2232,60;736,00;230,53;107,56;1857,74
430;4/10/2022;10:43:29;7620,61;13,92;5845,12;1415,00;0,00;0,00;360,49
431;4/10/2022;10:44:59;9697,53;13,06;6299,83;2460,50;0,00;55,88;881,32
432;4/10/2022;10:46:29;9925,81;12,32;6262,19;2823,36;20,04;57,59;762,63
433;4/10/2022;10:47:59;11642,12;11,78;6230,75;4482,00;40,08;115,18;774,11
434;4/10/2022;10:49:29;10174,44;12,14;6438,80;1424,78;60,12;172,78;2077,97
435;4/10/2022;10:50:59;9664,94;12,27;6076,06;1397,33;80,15;141,78;1969,61
436;4/10/2022;10:52:29;10702,10;11,96;6155,92;2597,33;103,10;111,22;1734,53
437;4/10/2022;10:53:59;10364,29;12,03;5659,38;2334,00;257,06;141,56;1972,30
438;4/10/2022;10:55:29;10046,50;12,14;4354,06;3397,56;124,22;103,67;2067,00
439;4/10/2022;10:56:59;8724,39;12,52;2818,00;3026,33;306,11;214,11;2359,83
440;4/10/2022;10:58:29;7543,47;12,92;3984,65;772,56;242,22;155,78;2388,27
441;4/10/2022;10:59:59;6826,42;13,45;2850,86;895,78;303,59;247,44;2528,75
442;4/10/2022;11:01:29;7154,29;13,88;2813,25;2021,63;216,79;139,13;1963,51
443;4/10/2022;11:02:59;7807,13;13,17;1845,27;4981,44;37,50;19,30;923,61
444;4/10/2022;11:04:29;8262,24;12,88;1636,56;4964,11;75,00;38,60;1547,97
445;4/10/2022;11:05:59;8032,70;12,75;957,50;5019,89;95,53;116,67;1843,11
446;4/10/2022;11:07:29;7992,43;12,79;928,56;5019,78;114,07;182,89;1747,14
447;4/10/2022;11:08:59;7953,67;12,83;917,36;4537,30;310,18;103,75;2085,08
448;4/10/2022;11:10:29;7814,00;12,89;932,44;5047,33;149,71;108,33;1576,19
449;4/10/2022;11:11:59;7236,00;12,71;878,10;4960,33;0,00;64,50;1333,07
450;4/10/2022;11:13:29;8159,53;12,40;1702,42;4925,67;89,44;63,63;1378,38
451;4/10/2022;11:14:59;9301,50;12,07;2470,88;5027,70;178,88;152,00;1472,04
452;4/10/2022;11:16:29;9261,23;11,97;2238,00;5000,78;110,94;69,67;1841,85
453;4/10/2022;11:17:59;9076,89;12,02;1755,77;5077,56;231,50;113,22;1898,84
454;4/10/2022;11:19:29;8183,88;12,22;923,80;5090,75;291,00;113,88;1764,46
455;4/10/2022;11:20:59;7198,31;12,41;115,50;5037,38;225,06;138,78;1681,59
456;4/10/2022;11:22:29;6221,13;12,65;517,57;3628,22;260,38;206,22;1608,74
457;4/10/2022;11:23:59;6683,50;12,68;912,14;3564,63;250,11;101,78;1854,84
458;4/10/2022;11:25:29;6644,31;12,70;928,54;3485,44;249,69;103,33;1877,30
459;4/10/2022;11:26:59;6781,93;12,77;927,14;3584,00;242,83;108,29;1919,67
460;4/10/2022;11:28:29;4850,40;13,11;984,79;1018,11;370,65;161,38;2315,48
461;4/10/2022;11:29:59;5896,75;13,23;931,44;2315,11;154,65;216,89;2278,66
462;4/10/2022;11:31:29;7085,89;13,00;2454,33;2902,78;186,06;105,30;1437,42
463;4/10/2022;11:32:59;5800,14;13,14;2617,42;793,00;285,80;109,00;1994,93
464;4/10/2022;11:34:29;5601,09;13,34;2648,43;805,00;228,19;110,43;1809,05
465;4/10/2022;11:35:59;5225,82;13,57;2287,63;819,67;275,28;135,56;1707,70
466;4/10/2022;11:37:29;4145,20;14,02;1008,27;489,00;401,63;235,88;2010,43
467;4/10/2022;11:38:59;3607,60;14,46;1019,31;378,63;284,07;142,63;1782,97
468;4/10/2022;11:40:29;5126,75;14,59;2097,93;757,25;214,67;98,25;1958,65
469;4/10/2022;11:41:59;6004,20;14,45;2518,87;1225,89;224,24;58,40;1976,81
470;4/10/2022;11:43:29;7059,06;14,23;2501,20;2512,67;139,88;112,60;1792,72
471;4/10/2022;11:44:59;8736,76;13,49;4902,28;2726,33;89,50;111,50;907,15
472;4/10/2022;11:46:29;9320,83;12,62;3942,40;4065,67;289,33;194,75;828,68
473;4/10/2022;11:47:59;6295,81;13,67;1090,00;1015,67;473,67;250,00;3466,48
474;4/10/2022;11:49:29;6947,83;13,81;2844,81;1553,22;251,20;115,67;2182,93
475;4/10/2022;11:50:59;9022,50;12,77;5445,53;2505,33;53,60;42,00;976,04
476;4/10/2022;11:52:29;10236,31;12,07;6243,40;2675,00;107,20;58,00;1152,71
477;4/10/2022;11:53:59;10334,67;12,10;6317,93;1835,00;160,80;79,00;1941,94
478;4/10/2022;11:55:29;11833,06;11,71;6233,00;4324,67;115,17;7,50;1152,73
479;4/10/2022;11:56:59;12979,87;11,47;6239,47;5006,44;212,11;73,57;1448,27
480;4/10/2022;11:58:29;13291,63;11,44;5931,35;5024,22;192,06;137,22;2006,77
481;4/10/2022;11:59:59;13265,47;11,48;6286,07;4627,22;199,00;146,25;2006,93
482;4/10/2022;12:01:29;11900,83;11,69;4498,29;5046,43;304,72;139,33;1912,06
483;4/10/2022;12:02:59;12774,50;11,54;5904,07;5029,11;277,65;81,29;1482,39
484;4/10/2022;12:04:29;11938,22;11,70;4522,12;5056,56;312,12;107,22;1940,21
485;4/10/2022;12:05:59;11710,76;11,72;4629,07;5062,33;204,76;135,11;1679,48
486;4/10/2022;12:07:29;10565,56;11,90;3117,29;5085,00;270,50;169,67;1923,10
487;4/10/2022;12:08:59;9240,33;12,15;1899,71;5066,56;203,81;107,88;1962,38
488;4/10/2022;12:10:29;8415,60;12,31;1045,71;5039,11;205,35;109,29;2016,14
489;4/10/2022;12:11:59;8779,60;12,34;2048,62;5036,00;237,31;86,22;1371,45
490;4/10/2022;12:13:29;8000,38;12,47;942,33;5048,44;206,38;170,67;1632,56
491;4/10/2022;12:14:59;7379,94;12,64;421,86;5038,78;260,84;143,00;1515,46
492;4/10/2022;12:16:29;6347,38;12,86;400,79;4235,10;280,88;138,44;1292,15
493;4/10/2022;12:17:59;6165,93;13,07;801,60;3583,88;205,81;111,78;1462,87
494;4/10/2022;12:19:29;6386,00;13,15;927,85;3158,20;283,94;111,50;1904,51
495;4/10/2022;12:20:59;5492,63;13,33;958,24;2327,12;294,67;221,13;1691,47
496;4/10/2022;12:22:29;4625,07;13,71;1414,08;828,13;240,61;142,00;2000,25
497;4/10/2022;12:23:59;5282,20;13,83;2570,77;805,38;239,00;101,00;1566,06
498;4/10/2022;12:25:29;6079,07;13,81;2562,31;1938,70;107,17;69,25;1401,65
499;4/10/2022;12:26:59;6275,17;13,74;2580,28;1895,56;152,91;141,86;1504,57
500;4/10/2022;12:28:29;5195,25;13,84;2571,40;777,88;208,53;190,44;1447,00
501;4/10/2022;12:29:59;6538,06;13,87;2548,00;2165,10;114,45;77,29;1633,22
502;4/10/2022;12:31:29;5691,65;14,02;2657,64;951,00;180,94;145,56;1756,51
503;4/10/2022;12:32:59;5077,53;14,26;2179,06;834,44;270,94;118,00;1675,09
504;4/10/2022;12:34:29;7192,61;14,30;5302,28;247,43;108,60;89,22;1445,08
505;4/10/2022;12:35:59;7784,25;13,80;6307,35;629,63;78,12;124,00;645,15
506;4/10/2022;12:37:29;8137,24;13,17;6287,13;1386,10;156,24;5,00;302,76
507;4/10/2022;12:38:59;9209,10;12,45;6274,75;2394,86;234,36;10,67;294,47
508;4/10/2022;12:40:29;10325,19;12,04;6267,88;3044,10;312,48;21,33;679,40
509;4/10/2022;12:41:59;8838,06;12,41;4378,50;2258,78;390,60;225,00;1585,18
510;4/10/2022;12:43:29;7314,50;12,81;4521,36;782,25;142,50;190,38;1678,02
511;4/10/2022;12:44:59;6897,42;12,68;3326,81;2132,40;146,67;83,38;1208,17
512;4/10/2022;12:46:29;7797,58;12,44;4591,25;2039,00;88,21;74,50;1004,61
513;4/10/2022;12:47:59;6996,35;12,49;4398,29;1006,63;96,80;88,90;1405,74
514;4/10/2022;12:49:29;7025,76;12,52;3645,21;1406,22;235,71;160,25;1578,36
515;4/10/2022;12:50:59;7412,00;12,46;3130,44;2445,67;333,57;140,57;1361,75
516;4/10/2022;12:52:29;8423,80;12,23;2054,75;5015,78;134,00;93,00;1126,27
517;4/10/2022;12:53:59;6431,20;12,56;985,85;3491,11;329,20;164,83;1460,21
518;4/10/2022;12:55:29;5824,69;12,78;538,20;3666,89;188,20;83,43;1347,97
519;4/10/2022;12:56:59;6792,41;12,73;287,61;4988,67;176,44;156,78;1182,92
520;4/10/2022;12:58:29;6785,71;12,72;575,21;5004,57;193,94;138,00;873,99
521;4/10/2022;12:59:59;7269,83;12,64;862,82;4982,11;65,29;111,00;1248,62
522;4/10/2022;13:01:29;7505,00;12,58;913,93;4989,25;101,71;111,25;1388,87
523;4/10/2022;13:02:59;8562,56;12,35;2180,47;4972,14;126,67;66,88;1216,41
524;4/10/2022;13:04:29;8195,82;12,37;2600,75;3704,33;121,87;193,22;1575,65
525;4/10/2022;13:05:59;7981,43;12,41;2525,92;3635,63;186,36;110,44;1523,08
526;4/10/2022;13:07:29;7881,76;12,46;2552,27;3578,57;165,13;109,50;1476,29
527;4/10/2022;13:08:59;7783,25;12,52;2526,36;3518,11;105,79;108,56;1524,44
528;4/10/2022;13:10:29;7383,06;12,57;1920,47;3611,56;217,39;113,63;1520,03
529;4/10/2022;13:11:59;6592,50;12,79;949,30;3547,22;161,36;212,67;1721,95
530;4/10/2022;13:13:29;6448,75;12,94;946,88;3587,11;138,15;117,75;1658,86
531;4/10/2022;13:14:59;7367,11;12,87;2163,12;3541,80;190,65;54,33;1417,21
532;4/10/2022;13:16:29;7633,85;12,73;2584,83;3596,13;79,00;109,00;1264,89
533;4/10/2022;13:17:59;7166,00;12,73;1757,53;3335,90;119,00;127,13;1826,44
534;4/10/2022;13:19:29;7179,17;12,93;1217,07;3668,67;234,63;213,67;1845,13
535;4/10/2022;13:20:59;7756,10;12,92;2527,53;3619,86;109,19;96,00;1403,53
536;4/10/2022;13:22:29;6208,59;13,21;2351,06;1565,00;259,28;146,38;1886,88
537;4/10/2022;13:23:59;4549,40;13,80;1021,77;871,75;341,07;157,22;2157,59
538;4/10/2022;13:25:29;4288,94;14,30;1672,60;160,00;246,11;151,67;2058,57
539;4/10/2022;13:26:59;7612,44;14,11;5442,94;700,67;118,25;155,63;1194,97
540;4/10/2022;13:28:29;7973,93;13,51;6252,69;1256,44;76,60;66,75;321,45
541;4/10/2022;13:29:59;8945,94;12,58;6268,41;2392,67;65,70;26,33;192,83
542;4/10/2022;13:31:29;9751,83;12,14;6277,35;2435,89;131,40;52,67;854,52
543;4/10/2022;13:32:59;10263,07;11,89;6265,20;2762,67;197,10;41,00;997,10
544;4/10/2022;13:34:29;12236,53;11,53;6220,75;4878,78;262,80;143,63;730,58
545;4/10/2022;13:35:59;10712,29;11,91;4936,50;2981,22;328,50;184,63;2281,45
546;4/10/2022;13:37:29;7956,74;12,31;4725,94;773,89;182,65;121,00;2153,26
547;4/10/2022;13:38:59;7368,75;12,49;4375,56;775,33;143,41;113,88;1960,57
548;4/10/2022;13:40:29;6933,24;12,68;3078,33;1222,38;223,81;113,00;2295,71
549;4/10/2022;13:41:59;8665,07;12,40;4641,13;2427,70;35,60;199,80;1360,83
550;4/10/2022;13:43:29;6636,78;12,69;3488,14;861,56;224,78;164,67;1897,64
551;4/10/2022;13:44:59;6803,61;12,79;2750,06;2014,70;180,38;103,63;1754,85
552;4/10/2022;13:46:29;7290,87;12,76;2747,45;2644,00;102,44;116,38;1680,60
553;4/10/2022;13:47:59;7418,77;12,75;2763,53;2784,22;180,53;107,50;1582,98
554;4/10/2022;13:49:29;5357,29;13,12;1846,88;832,56;280,82;222,38;2174,66
555;4/10/2022;13:50:59;7195,39;13,01;882,27;4565,38;68,63;98,33;1580,79
556;4/10/2022;13:52:29;7736,87;12,84;900,64;4983,33;230,00;80,56;1542,33
557;4/10/2022;13:53:59;7606,86;12,75;769,14;5015,14;143,06;89,33;1590,18
558;4/10/2022;13:55:29;7211,36;12,82;0,00;5033,89;120,00;117,63;1939,85
559;4/10/2022;13:56:59;7416,75;12,83;185,89;5036,43;148,13;168,78;1877,53
560;4/10/2022;13:58:29;7325,38;12,87;371,78;5037,89;165,27;156,25;1594,19
561;4/10/2022;13:59:59;6519,25;13,04;557,67;4138,62;146,56;133,29;1543,11
562;4/10/2022;14:01:29;6870,24;13,11;940,40;3635,78;160,31;115,67;2018,08
563;4/10/2022;14:02:59;6806,71;13,17;940,00;3505,22;173,35;123,13;2065,01
564;4/10/2022;14:04:29;7253,80;13,15;920,64;3990,29;112,41;178,78;2051,69
565;4/10/2022;14:05:59;7948,89;12,98;1898,67;4039,89;27,89;108,00;1874,44
566;4/10/2022;14:07:29;8305,27;12,84;2567,58;3552,00;147,60;75,00;1963,08
567;4/10/2022;14:08:59;8413,38;12,81;2600,46;3542,13;128,35;92,44;2049,99
568;4/10/2022;14:10:29;8339,73;12,76;2529,57;3589,88;117,61;88,75;2013,93
569;4/10/2022;14:11:59;8618,86;12,76;2534,07;3628,33;175,35;175,89;2105,21
570;4/10/2022;14:13:29;8341,14;12,79;2266,69;3647,50;120,07;127,22;2179,66
571;4/10/2022;14:14:59;7463,83;13,03;960,33;3677,82;291,94;120,78;2412,96
572;4/10/2022;14:16:29;7553,06;13,10;1720,57;3617,75;161,12;75,50;1978,12
573;4/10/2022;14:17:59;7746,80;12,80;2533,33;3556,25;96,76;98,56;1461,90
574;4/10/2022;14:19:29;6143,25;12,90;2533,79;1349,11;357,94;197,11;1705,30
575;4/10/2022;14:20:59;5390,80;13,09;2343,00;790,29;219,35;145,44;1892,72
576;4/10/2022;14:22:29;6804,44;12,92;4991,18;157,00;124,62;70,33;1461,31
577;4/10/2022;14:23:59;8247,69;12,54;6194,67;616,56;104,20;27,00;1305,26
578;4/10/2022;14:25:29;8807,61;12,29;6296,36;966,00;57,06;62,13;1426,07
579;4/10/2022;14:26:59;10222,94;12,01;6280,25;2438,44;114,13;168,40;1221,72
580;4/10/2022;14:28:29;10665,06;11,87;6284,93;2574,00;171,19;139,00;1495,94
581;4/10/2022;14:29:59;11833,80;11,70;5719,72;4316,89;75,64;63,00;1658,54
582;4/10/2022;14:31:29;12750,00;11,52;6212,50;5008,33;139,47;96,13;1293,58
583;4/10/2022;14:32:59;11809,00;11,71;4545,61;5076,11;257,56;128,25;1801,47
584;4/10/2022;14:34:29;9278,00;12,13;4677,59;2292,33;233,72;218,11;1856,24
585;4/10/2022;14:35:59;6713,06;12,59;3237,61;1111,22;203,56;172,67;1988,00
586;4/10/2022;14:37:29;7667,41;12,60;3503,94;2487,56;204,93;85,00;1385,99
587;4/10/2022;14:38:59;7538,00;12,59;3842,13;2043,33;284,20;151,00;1217,34
588;4/10/2022;14:40:29;10401,72;12,11;5703,82;4139,67;18,50;25,00;514,73
589;4/10/2022;14:41:59;11043,29;11,93;4175,07;4950,78;229,20;180,67;1507,58
590;4/10/2022;14:43:29;8602,39;12,33;1221,67;5076,22;233,17;189,67;1881,67
591;4/10/2022;14:44:59;8633,06;12,43;1612,42;5014,70;181,06;65,14;1759,74
592;4/10/2022;14:46:29;8917,44;12,41;2077,21;5010,33;253,44;68,22;1508,23
593;4/10/2022;14:47:59;9471,62;12,31;2734,50;4983,11;262,07;78,38;1413,56
594;4/10/2022;14:49:29;8740,08;12,38;1889,87;5048,89;233,65;140,60;1427,07
595;4/10/2022;14:50:59;8254,88;12,52;936,00;5072,22;269,65;154,44;1822,56
596;4/10/2022;14:52:29;6876,89;12,79;420,25;4221,11;288,72;125,44;1821,36
597;4/10/2022;14:53:59;6270,79;13,08;426,08;3653,11;289,94;116,22;1785,43
598;4/10/2022;14:55:29;6858,44;13,21;852,17;3507,11;299,32;94,00;2105,84
599;4/10/2022;14:56:59;7166,36;13,34;947,42;3577,67;195,63;134,57;2311,08
600;4/10/2022;14:58:29;7694,75;13,29;1878,33;3523,11;107,19;183,43;2002,69
601;4/10/2022;14:59:59;8158,69;12,98;2562,00;3529,56;225,28;29,33;1812,52
