indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173
1;3/10/2022;0:00:00;2569,47;15,18;0;0;168,94;188,1
2;3/10/2023;0:01:29;2250,33;14,95;0;673,33;83,14;168
3;3/10/2024;0:02:59;3297,25;15,09;0;870,56;161,56;137,11
4;3/10/2025;0:04:29;3280,94;14,92;0;1670,25;91,43;103,67
5;3/10/2026;0:05:59;4536;14,7;0;2576;111,91;113,29
6;3/10/2027;0:07:29;4526,44;14,72;0;2686;99,13;164,25
7;3/10/2028;0:08:59;4416,41;14,56;0;2602,22;93,88;111,33
8;3/10/2029;0:10:29;5002,39;14,43;0;3107,67;236,67;113,22
9;3/10/2030;0:11:59;3328,2;14,77;0;862;176,62;134,13
10;3/10/2031;0:13:29;3232;14,82;0;1332,4;116,81;98,7
11;3/10/2032;0:14:59;4044,28;14,74;0;2280,3;77,78;105,44
12;3/10/2033;0:16:29;4337,06;14,77;22,42;2646,25;134,27;186,4
13;3/10/2034;0:17:59;4141,83;14,68;44,83;2567,33;59,67;68,78
14;3/10/2035;0:19:29;6261,08;14,53;67,25;4827,67;57,83;64
15;3/10/2036;0:20:59;6352,37;14,31;89,67;5054,33;34,5;69,88
16;3/10/2037;0:22:29;6502,86;14,12;112,08;5057,38;69;89,5
17;3/10/2038;0:23:59;6721;14,04;134,5;5055;90,1;182,89
18;3/10/2039;0:25:29;6675,29;13,96;156,92;5057,13;90,3;130
19;3/10/2040;0:26:59;6733,79;13,9;179,33;5058,2;97,38;117
20;3/10/2041;0:28:29;6852,38;13,94;201,75;5071,38;121,56;114,5
21;3/10/2042;0:29:59;6744,06;13,91;224,17;5063,63;101;108,78
22;3/10/2043;0:31:29;6908,64;13,94;246,58;5070,25;100,56;197
23;3/10/2044;0:32:59;6859,71;13,89;269;5062,89;126,7;158,33
24;3/10/2045;0:34:29;6858,87;13,96;291,42;5055,5;123,14;114,38
25;3/10/2046;0:35:59;6557;13,89;313,83;5030,25;61,5;96,22
26;3/10/2047;0:37:29;6265,54;13,71;336,25;4977,25;29,5;53,38
27;3/10/2048;0:38:59;5999,75;13,38;358,67;4896,78;69,67;141,2
28;3/10/2049;0:40:29;5290,36;13,3;381,08;3614,11;126,56;188,33
29;3/10/2050;0:41:59;4507,54;13,36;403,5;2744;172,69;130
30;3/10/2051;0:43:29;3048,07;13,73;425,92;849,67;198,13;144
31;3/10/2052;0:44:59;3068;14,06;448,33;861,33;200,46;143,86
32;3/10/2053;0:46:29;3064,85;14,43;0;865,33;196,5;160,33
33;3/10/2054;0:47:59;2893,06;14,59;0;846,89;157,07;247,89
34;3/10/2055;0:49:29;3039,94;14,94;0;875,22;197,53;142,44
35;3/10/2056;0:50:59;2865,94;14,9;0;1170,75;68,6;77,67
36;3/10/2057;0:52:29;4991,12;14,72;0;3518,44;80,27;81,63
37;3/10/2058;0:53:59;3114,25;14,93;0;1113,75;181,39;134,67
38;3/10/2059;0:55:29;2375,93;15;0;575,22;135,5;240,22
39;3/10/2060;0:56:59;2194,17;15,16;0;579,75;144,64;132,67
40;3/10/2061;0:58:29;2413,53;15,2;0;819,14;120,25;112,78
41;3/10/2062;0:59:59;2422,87;15,09;0;819;76,45;101,25
42;3/10/2063;1:01:29;4285,41;15,1;0;2497,78;114,72;118,44
43;3/10/2064;1:02:59;3688,22;14,83;0;2628,56;50,8;155,89
44;3/10/2065;1:04:29;4934,82;14,85;0;3063,9;114,13;127
45;3/10/2066;1:05:59;3267,35;15,07;0;1115,22;201,4;140,56
46;3/10/2067;1:07:29;2117,24;14,97;0;765,5;97,37;75
47;3/10/2068;1:08:59;4031,81;15,18;0;1706,89;178,22;138,38
48;3/10/2069;1:10:29;4186,87;15,2;0;2556,33;112,19;165,78
49;3/10/2070;1:11:59;3307,31;14,78;0;2125,22;45,67;115,1
50;3/10/2071;1:13:29;4853,53;15,16;0;2373,89;235,71;213,75
51;3/10/2072;1:14:59;4987,13;15,02;0;3202;128,17;81,6
52;3/10/2073;1:16:29;6064,67;14,54;0;5051,78;51,09;53,75
53;3/10/2074;1:17:59;6778,19;14,37;0;5075,67;102,18;107,5
54;3/10/2075;1:19:29;6795,19;14,34;0;5064,67;91,47;203,38
55;3/10/2076;1:20:59;6448,71;14,1;0;5040,44;55,67;56
56;3/10/2077;1:22:29;6474,67;13,93;0;5044,78;36;88,13
57;3/10/2078;1:23:59;6321,93;13,67;0;5026,25;25,02;36,5
58;3/10/2079;1:25:29;6214;13,36;0;5016,56;50,05;12
59;3/10/2080;1:26:59;6465,79;13,11;0;5015,89;75,07;203,67
60;3/10/2081;1:28:29;6444,46;12,95;0;4996,78;100,1;102,86
61;3/10/2082;1:29:59;6559,7;12,8;0;5011,33;125,13;93,88
62;3/10/2083;1:31:29;6623,14;12,72;0;5001,22;104,61;102,17
63;3/10/2084;1:32:59;6670,07;12,67;0;4990,25;106,64;103,29
64;3/10/2085;1:34:29;6807,79;12,66;0;4990,29;96,94;213,89
65;3/10/2086;1:35:59;6758,75;12,65;0;4494;108,07;129,13
66;3/10/2087;1:37:29;6851,94;12,69;0;5007;116;111,5
67;3/10/2088;1:38:59;5493,57;12,88;0;3552,13;205,07;142,67
68;3/10/2089;1:40:29;3852,94;13,51;0;929,25;258,35;174,29
69;3/10/2090;1:41:59;6188,88;13,36;0;4267,1;5,5;141,67
70;3/10/2091;1:43:29;6538,13;13,2;0;5010,89;70,25;134
71;3/10/2092;1:44:59;5281,06;13,4;0;3300,22;196,21;134,8
72;3/10/2093;1:46:29;2968,18;13,98;0;281,4;269,62;174,25
73;3/10/2094;1:47:59;2723,87;14,54;0;40,04;247,46;166,71
74;3/10/2095;1:49:29;2754;14,99;0;80,09;230,33;219,38
75;3/10/2096;1:50:59;2216,87;15,26;0;120,13;164,64;213
76;3/10/2097;1:52:29;2101,58;15,45;0;160,18;170,86;125,86
77;3/10/2098;1:53:59;1544,69;15,49;0;200,22;106,69;94,63
78;3/10/2099;1:55:29;1857,56;15,45;0;240,26;162,15;118,78
79;3/10/2100;1:56:59;1816,87;15,63;0;280,31;138,13;128,78
80;3/10/2101;1:58:29;1436,2;15,47;0;320,35;26,33;236,33
81;3/10/2102;1:59:59;1770,54;15,46;0;360,4;133,53;144,89
82;3/10/2103;2:01:29;1936,58;15,52;0;400,44;133,38;111
83;3/10/2104;2:02:59;1861,18;15,54;0;440,49;112,53;104,25
84;3/10/2105;2:04:29;1823,47;15,54;0;480,53;119,71;113,1
85;3/10/2106;2:05:59;2147,91;15,34;0;520,57;177,11;100,57
86;3/10/2107;2:07:29;2067,76;15,55;0;560,62;136,75;176,89
87;3/10/2108;2:08:59;1011,18;15,09;0;600,66;85,63;109,33
88;3/10/2109;2:10:29;2210,06;15,29;0;640,71;171,25;141,22
89;3/10/2110;2:11:59;1830,35;15,33;0;680,75;101,38;77,5
90;3/10/2111;2:13:29;2198,44;14,97;0;958,33;14;36,33
91;3/10/2112;2:14:59;4207,4;14,87;0;2576,1;93,69;96,57
92;3/10/2113;2:16:29;4156;14,78;35,87;2614;73,86;102,78
93;3/10/2114;2:17:59;3677,87;14,68;71,74;2098,56;132,75;220,63
94;3/10/2115;2:19:29;4772,16;14,61;107,61;3110,78;102,6;85,4
95;3/10/2116;2:20:59;2972,19;14,82;143,47;855,33;151,76;123,33
96;3/10/2117;2:22:29;3345,31;14,8;179,34;1262,22;118,18;106,89
97;3/10/2118;2:23:59;4637,67;14,84;215,21;2723,67;81,18;99,78
98;3/10/2119;2:25:29;4452,36;14,67;251,08;2862,33;74,33;73,5
99;3/10/2120;2:26:59;4334,6;14,78;286,95;1918,5;177,64;188,25
100;3/10/2121;2:28:29;5971;14,54;322,82;4306;21,75;133,44
101;3/10/2122;2:29:59;6520,4;14,21;358,68;5050,9;32,44;1,5
102;3/10/2123;2:31:29;6858,28;14,02;394,55;5058,11;64,88;82,71
103;3/10/2124;2:32:59;6886,77;13,9;430,42;5051,14;52,37;87,86
104;3/10/2125;2:34:29;6882,79;13,79;466,29;5051,44;81,5;93,11
105;3/10/2126;2:35:59;6664,36;13,59;502,16;5016;50,75;126,11
106;3/10/2127;2:37:29;6884,06;13,4;538,03;5036,2;41;124,57
107;3/10/2128;2:38:59;6934;13,26;573,89;5032,5;91;115,67
108;3/10/2129;2:40:29;7148,13;13,24;609,76;5042,11;108,71;104
109;3/10/2130;2:41:59;7367;13,31;645,63;5057,22;118,59;106,25
110;3/10/2131;2:43:29;7295,87;13,28;681,5;5050,89;145,25;94,89
111;3/10/2132;2:44:59;7416,4;13,26;0;5051,11;111,29;168,3
112;3/10/2133;2:46:29;4777,41;13,73;80,1;1930,38;305,95;202
113;3/10/2134;2:47:59;5349,31;14,04;160,2;2587,88;184;199
114;3/10/2135;2:49:29;6632,82;13,63;240,3;4995,25;87,75;62,43
115;3/10/2136;2:50:59;4583,11;13,65;320,4;2482,56;175,5;124,86
116;3/10/2137;2:52:29;5312,69;13,51;400,51;3522,44;28;56,8
117;3/10/2138;2:53:59;5467,06;13,38;480,61;3578,33;50,62;86,5
118;3/10/2139;2:55:29;5008,94;13,33;560,71;3159,89;139,07;109,44
119;3/10/2140;2:56:59;3633,81;13,65;640,81;840,88;194,13;202,33
120;3/10/2141;2:58:29;2984,53;14,02;720,91;489,56;215,19;178,13
121;3/10/2142;2:59:59;2577,43;14,41;801,01;329,6;199,78;196,78
122;3/10/2143;3:01:29;3548,25;14,66;881,11;659,2;161,56;132,78
123;3/10/2144;3:02:59;3820,93;14,73;998,5;815,13;130,14;112
124;3/10/2145;3:04:29;4375,69;14,63;958,64;1385;77,89;64
125;3/10/2146;3:05:59;5477,5;14,49;981,17;2552,38;95,92;146
126;3/10/2147;3:07:29;5088,07;14,41;978,4;2565,78;60;106
127;3/10/2148;3:08:59;5764,78;14,18;941,92;2883,22;53;127,89
128;3/10/2149;3:10:29;7156,53;14,07;4315,41;1022,67;132,4;91,4
129;3/10/2150;3:11:59;5526,22;14,07;2695,94;830,67;204,92;141,63
130;3/10/2151;3:13:29;4485,43;14,32;1034,33;981,56;139,57;124,5
131;3/10/2152;3:14:59;6780,16;14,14;2763,17;2570,7;15,4;31,44
132;3/10/2153;3:16:29;6920,08;13,8;2987,08;2746,67;60;39
133;3/10/2154;3:17:59;7256,4;13,58;2964,29;2343,33;106,7;76,43
134;3/10/2155;3:19:29;9115,5;12,7;4036,56;4326,44;24,86;11,5
135;3/10/2156;3:20:59;10595,61;12,1;6337,88;3499,11;49,72;137
136;3/10/2157;3:22:29;10435,06;12,21;6313,21;2437,89;74,58;100,43
137;3/10/2158;3:23:59;12328,55;11,7;6171,94;4977,22;99,44;39,5
138;3/10/2159;3:25:29;13039,93;11,57;6263,77;5024,67;124,31;95,44
139;3/10/2160;3:26:59;13574,5;11,62;6300,08;5060,89;149,17;110,11
140;3/10/2161;3:28:29;13554,5;11,68;6333,3;5073;133,56;105,57
141;3/10/2162;3:29:59;13259,5;11,72;6314,57;5079,88;110,56;106,44
142;3/10/2163;3:31:29;11907,69;11,96;4664,53;5092,89;176,65;132,56
143;3/10/2164;3:32:59;11236,14;11,92;4705,92;5021,44;72,76;90,37
144;3/10/2165;3:34:29;10139;12;3220,15;5081,89;167,88;129,63
145;3/10/2166;3:35:59;10728,25;11,95;4236,56;4945,44;51,25;64,63
146;3/10/2167;3:37:29;9603,12;12,09;3842,38;3726,13;197,94;127,14
147;3/10/2168;3:38:59;7453,69;12,46;933,29;4216,78;148,88;132,75
148;3/10/2169;3:40:29;7714,53;12,5;946,25;5007,25;111,57;108
149;3/10/2170;3:41:59;7793,93;12,54;949,09;5015,33;116,87;109,86
150;3/10/2171;3:43:29;7742,27;12,56;935,89;5010,5;106,91;104,71
151;3/10/2172;3:44:59;5296,41;12,94;1025,94;2072;252,83;165,44
152;3/10/2173;3:46:29;4274,81;13,39;1009,36;841,63;216,69;149,43
153;3/10/2174;3:47:59;3911,69;13,65;984,92;819,67;165,31;132,33
154;3/10/2175;3:49:29;4139,87;13,89;995;831,13;178,19;137,71
155;3/10/2176;3:50:59;3913,33;14,17;1018,23;552,56;188,8;142,67
156;3/10/2177;3:52:29;3626,2;14,49;1026,38;0;194,93;146,11
157;3/10/2178;3:53:59;4051,82;14,68;998,36;805,88;147,06;125,67
158;3/10/2179;3:55:29;4094,11;14,8;1019,08;839,11;158,75;131,33
159;3/10/2180;3:56:59;3646,07;14,92;998,92;812,44;121;110,1
160;3/10/2181;3:58:29;4631,94;14,76;966,53;1926,67;57,55;63,38
161;3/10/2182;3:59:59;5379,29;14,76;993,92;2590,5;101,19;106,56
162;3/10/2183;4:01:29;4660,56;14,68;969,94;2100,67;133,08;95,22
163;3/10/2184;4:02:59;4147,27;14,81;1020,23;1041,22;198,64;117,38
164;3/10/2185;4:04:29;4407,33;14,97;1008,53;1306,11;202,26;123
165;3/10/2186;4:05:59;4989,64;14,78;942,07;2725,67;44,17;44,6
166;3/10/2187;4:07:29;5599,39;14,86;855,38;2466,44;208,37;139,75
167;3/10/2188;4:08:59;4849,76;14,85;758;3060,6;157,86;76,86
168;3/10/2189;4:10:29;8668,67;13,44;4271;4772,11;0;10,67
169;3/10/2190;4:11:59;10025,61;12,77;4472,5;4964,89;0;21,33
170;3/10/2191;4:13:29;10527,56;12,25;4614,43;5006,67;0;32
171;3/10/2192;4:14:59;8927,74;12,7;1321,07;5161,8;0;166,4
172;3/10/2193;4:16:29;8579;12,88;1734,82;4975,44;68,25;113
173;3/10/2194;4:17:59;9060,06;12,58;3086,33;4974,33;69,56;81
174;3/10/2195;4:19:29;9044,41;12,64;2024,43;5085,25;139,13;124
175;3/10/2196;4:20:59;8215,94;12,92;972,29;5063;162,35;133,88
176;3/10/2197;4:22:29;7693,11;13;936,36;5006,63;104,14;101,29
177;3/10/2198;4:23:59;7229,5;12,83;917,71;4954,11;25,04;74,22
178;3/10/2199;4:25:29;7358,46;12,68;923,64;4968,71;50,08;78,33
179;3/10/2200;4:26:59;7445,5;12,58;920,14;4992,22;81,64;88
180;3/10/2201;4:28:29;7598,19;12,54;941,08;5012,78;97,92;102,75
181;3/10/2202;4:29:59;7568,07;12,51;933,58;5020,22;93,6;99,5
182;3/10/2203;4:31:29;8406,5;12,39;2269,25;4961,44;77,08;76,44
183;3/10/2204;4:32:59;8015,88;12,48;986,62;5063,89;150,53;122,33
184;3/10/2205;4:34:29;7429,67;12,6;946,76;4566,5;147,13;125,44
185;3/10/2206;4:35:59;5278,89;13,04;66,5;2779,78;257,88;168,56
186;3/10/2207;4:37:29;3362,17;13,59;273,14;857,13;223,76;160,86
187;3/10/2208;4:38:59;3372,71;14,01;546,29;879,33;234,59;161,78
188;3/10/2209;4:40:29;3114,19;14,48;819,43;256,5;229,47;163,57
189;3/10/2210;4:41:59;3508,67;14,62;980,89;794;128,36;117
190;3/10/2211;4:43:29;4769,69;14,75;2073,2;829,67;131,94;126,22
191;3/10/2212;4:44:59;5716,53;14,41;2521,88;2287,9;11,33;46,4
192;3/10/2213;4:46:29;6841;14,22;2610,58;2633,78;92,73;94,63
193;3/10/2214;4:47:59;7354,88;14,1;2542,28;3381,78;84,08;69
194;3/10/2215;4:49:29;8202,35;13,57;2496,86;4896;128,75;60,3
195;3/10/2216;4:50:59;8103,73;13,09;2483,07;4860,6;14;120,59
196;3/10/2217;4:52:29;6502,5;13,49;2714,93;1108,44;363,53;180,89
197;3/10/2218;4:53:59;6156,65;13,73;2565,44;1323,38;138,71;105,12
198;3/10/2219;4:55:29;8819,88;12,95;6144,82;2508,6;161;0
199;3/10/2220;4:56:59;7935,55;12,8;3696,75;2694;317,13;193,67
200;3/10/2221;4:58:29;6656,93;13,7;1037,56;2502,56;278,56;190,33
201;3/10/2222;4:59:59;7107,62;13,66;859,93;4533,75;165,94;62,78
202;3/10/2223;5:01:29;7601,61;13,19;1818,59;4981,1;21,22;11,25
203;3/10/2224;5:02:59;7975,82;12,73;2105,07;4964,78;42,44;34,25
204;3/10/2225;5:04:29;9444,59;12,19;3565,93;4936,63;63,67;19,5
205;3/10/2226;5:05:59;12065,83;11,66;6240,13;5003;88,63;64,67
206;3/10/2227;5:07:29;13011,87;11,57;6280,5;5042;177,25;107,67
207;3/10/2228;5:08:59;13113,41;11,61;6302,86;5051,4;154,81;107,5
208;3/10/2229;5:10:29;13018;11,61;6312,09;5052,38;96,5;104
209;3/10/2230;5:11:59;11402,24;11,83;4705,24;5053;200,41;121,62
210;3/10/2231;5:13:29;11554,83;11,83;4545,87;5094,25;164,41;114,22
211;3/10/2232;5:14:59;11259,92;11,86;4505,94;5054,09;126,53;103,71
212;3/10/2233;5:16:29;11394,81;11,84;4601,08;5043,38;204,88;101,5
213;3/10/2234;5:17:59;11692,19;11,81;4958,07;5009,63;127,13;87,67
214;3/10/2235;5:19:29;11628,08;11,82;6292,29;3680,88;118,8;110,33
215;3/10/2236;5:20:59;9214,12;12,16;3217,65;3532,62;414,13;158,38
216;3/10/2237;5:22:29;8476,4;12,35;3198,62;3593,56;185,71;111,75
217;3/10/2238;5:23:59;7118,75;12,64;922,63;3995;153,13;134,11
218;3/10/2239;5:25:29;6330,57;12,86;960,5;3448;277,56;143
219;3/10/2240;5:26:59;4377,94;13,38;1017,67;854,11;262,47;170,62
220;3/10/2241;5:28:29;3461,86;13,82;1010,15;24,33;220,56;158,57
221;3/10/2242;5:29:59;3688,88;14,29;1026,2;38;341,29;162,5
222;3/10/2243;5:31:29;3476,4;14,73;1030,2;76;218,17;159,3
223;3/10/2244;5:32:59;3090,06;14,94;1001,83;114;162,65;133,44
224;3/10/2245;5:34:29;4252,18;15,14;1014;973,78;289,64;134
225;3/10/2246;5:35:59;4552,06;14,92;924,08;2521,22;11,67;71,57
226;3/10/2247;5:37:29;5331,12;14,78;980,93;2563,89;142,75;167,11
227;3/10/2248;5:38:59;5800,71;14,91;991,31;2781,33;281,56;122,89
228;3/10/2249;5:40:29;4067,76;15,11;1018,59;967,56;173,62;134,5
229;3/10/2250;5:41:59;3799,71;15,1;991;812,67;141,82;101,25
230;3/10/2251;5:43:29;4420,06;14,96;931,88;1881,78;218,38;75,8
231;3/10/2252;5:44:59;4719,53;14,43;901,29;2765;0;74,2
232;3/10/2253;5:46:29;5176,77;14,5;972,8;2435,33;127,63;116,89
233;3/10/2254;5:47:59;5319,06;14,37;912,53;2806,56;210,91;54,29
234;3/10/2255;5:49:29;6741,31;13,92;889,2;4609,44;3,5;47
235;3/10/2256;5:50:59;7142,8;13,65;893,14;5022,88;7;49,13
236;3/10/2257;5:52:29;7001,23;13,24;874,5;5008,67;130,6;28,42
237;3/10/2258;5:53:59;7129,5;12,92;875,47;5004,88;115,8;56,83
238;3/10/2259;5:55:29;7303,46;12,72;736,79;5008,89;231,6;79,11
239;3/10/2260;5:56:59;7033,57;12,76;8,1;5039,67;183,72;113
240;3/10/2261;5:58:29;7253,76;12,76;16,2;5024,11;97,77;104,78
241;3/10/2262;5:59:59;7444,07;12,74;24,3;5013,89;152,65;103,67
242;3/10/2263;6:01:29;7432,33;12,72;32,4;5001,11;143,94;105
243;3/10/2264;6:02:59;7502;12,76;40,5;5012,33;110,29;111,38
244;3/10/2265;6:04:29;7509,83;12,74;48,6;4999,57;164;103
245;3/10/2266;6:05:59;7520,33;12,74;56,7;5010,11;155,54;109
246;3/10/2267;6:07:29;7434,5;12,8;64,8;5025,33;115,2;113
247;3/10/2268;6:08:59;7231,4;12,83;72,9;5033,33;188,82;111,57
248;3/10/2269;6:10:29;7276,8;12,89;81;5040,5;214,65;115
249;3/10/2270;6:11:59;8054,75;12,77;2371,38;3700,25;68,42;75,89
250;3/10/2271;6:13:29;8047,17;12,7;2287;3575,13;221;108,33
251;3/10/2272;6:14:59;7097,62;12,86;951,92;3475,3;192,78;124,38
252;3/10/2273;6:16:29;7116,42;12,98;956;3631,75;183,13;127,89
253;3/10/2274;6:17:59;6127,4;13,34;1014,17;2534,56;417,94;156,75
254;3/10/2275;6:19:29;4817,19;13,74;991,64;843,33;273,88;151,22
255;3/10/2276;6:20:59;4883,65;14,23;1042,76;477,5;271,39;174,67
256;3/10/2277;6:22:29;4515,47;14,74;1040,55;353,4;337;163,78
257;3/10/2278;6:23:59;3951,71;15;1001,14;706,8;180,22;135,13
258;3/10/2279;6:25:29;3974,92;15,09;993,83;824,11;218;154,67
259;3/10/2280;6:26:59;4048,92;15,19;993,25;831,5;192,63;170,75
260;3/10/2281;6:28:29;4595,2;14,97;931,07;2126;72,5;112,71
261;3/10/2282;6:29:59;5558,69;14,76;966,69;2579,56;313,07;110
262;3/10/2283;6:31:29;5154,75;14,73;946,29;2651;89,8;88,67
263;3/10/2284;6:32:59;3871,88;14,59;959,83;1409,56;112,5;79,88
264;3/10/2285;6:34:29;3907,53;14,68;990,64;834,25;249,59;127,13
265;3/10/2286;6:35:59;3507,56;14,71;925,91;899,56;141,33;89,5
266;3/10/2287;6:37:29;5213,71;14,42;937,73;2645,89;92,75;95,67
267;3/10/2288;6:38:59;5783,56;14,34;1037,5;2830;129,53;89,5
268;3/10/2289;6:40:29;5973,47;14,11;2741,93;1541,22;107,69;68,25
269;3/10/2290;6:41:59;7278,56;13,79;1956,69;4025,44;11,6;48,83
270;3/10/2291;6:43:29;8205,83;13,18;2248,06;5018,56;76,69;65,67
271;3/10/2292;6:44:59;6596,71;12,98;943,79;3763,25;153,38;85
272;3/10/2293;6:46:29;4680,07;13,37;992,21;842,38;236,54;154,63
273;3/10/2294;6:47:59;5203,82;13,46;910,93;1927,11;173,8;93,86
274;3/10/2295;6:49:29;7676,29;13,06;873,87;4991,67;127,08;57,33
275;3/10/2296;6:50:59;7692,27;12,74;895,3;4993;3,2;53,63
276;3/10/2297;6:52:29;7916,27;12,55;901,23;4994,11;6,4;85,25
277;3/10/2298;6:53:59;8666,56;12,36;1702,13;4987,78;102,59;67,57
278;3/10/2299;6:55:29;8978,82;12,22;1819,5;5030,88;93,55;75,56
279;3/10/2300;6:56:59;9051,31;12,19;2040,79;5077,67;124;116,38
280;3/10/2301;6:58:29;8361,18;12,34;899,4;5082,14;215,89;120,5
281;3/10/2302;6:59:59;7925,88;12,46;730,8;5063,7;150,94;124,78
282;3/10/2303;7:01:29;7419,79;12,64;128,92;5028,67;132,27;119,86
283;3/10/2304;7:02:59;7379,13;12,72;257,83;5004,75;203,13;119
284;3/10/2305;7:04:29;7380,33;12,9;386,75;5032,5;300;131,86
285;3/10/2306;7:05:59;7221,07;13,05;515,67;5020,67;134,75;122,88
286;3/10/2307;7:07:29;6665,79;13,29;644,58;4013,88;208,13;145,5
287;3/10/2308;7:08:59;6428,94;13,55;773,5;3614,22;244,11;129
288;3/10/2309;7:10:29;6660,69;13,6;943,13;3532,9;114,44;113
289;3/10/2310;7:11:59;6729,57;13,64;941,5;3625;115;113,33
290;3/10/2311;7:13:29;4844,83;13,7;963,31;1861,56;282,87;113,22
291;3/10/2312;7:14:59;4248,13;13,85;1945,76;0;122,41;126,78
292;3/10/2313;7:16:29;4052,25;13,9;1789,31;16,68;156,36;114,89
293;3/10/2314;7:17:59;4278,54;14,04;1803,93;33,37;171,81;121,75
294;3/10/2315;7:19:29;4553,47;14,04;2579,17;50,05;162,12;107,67
295;3/10/2316;7:20:59;4053,5;14,13;2028,06;66,74;232,29;121,67
296;3/10/2317;7:22:29;3537,44;14,47;1143,12;83,42;211,94;144,38
297;3/10/2318;7:23:59;4046,57;14,42;2313,24;100,11;169,46;86,67
298;3/10/2319;7:25:29;4083,19;14,58;1877;116,79;183,75;139,89
299;3/10/2320;7:26:59;4273,47;14,59;2508,07;133,47;82,82;96,38
300;3/10/2321;7:28:29;6403;14,18;5171,07;150,16;91,21;27,8
301;3/10/2322;7:29:59;7601,67;13,79;6351,18;166,84;77,88;21,92
302;3/10/2323;7:31:29;7623;13,46;6360,08;183,53;20,4;43,83
303;3/10/2324;7:32:59;4534,88;13,61;2388;200,21;362,53;166,17
304;3/10/2325;7:34:29;3629;13,97;993,93;216,89;228,94;144,13
305;3/10/2326;7:35:59;4640,13;14,21;2078,24;233,58;166,19;136,44
306;3/10/2327;7:37:29;4776,85;14,26;2523,85;250,26;222,24;107,14
307;3/10/2328;7:38:59;4424,5;14,46;1731,93;266,95;207,28;146,5
308;3/10/2329;7:40:29;4723,93;14,69;2204;283,63;123,19;126,11
309;3/10/2330;7:41:59;7131,18;14,22;5709,56;300,32;70,67;22,5
310;3/10/2331;7:43:29;7922,41;13,79;6355,36;317;253,29;53,25
311;3/10/2332;7:44:59;8091,44;13,33;6334,11;412,67;0;0
312;3/10/2333;7:46:29;7513,81;13,12;4524,87;1025,33;201,56;102,78
313;3/10/2334;7:47:59;9627,76;12,4;6268,82;2461,7;50,3;69,8
314;3/10/2335;7:49:29;10032,71;12,17;6347,36;1763,9;100,6;139,6
315;3/10/2336;7:50:59;8163,38;12,73;4667,36;955,14;330,31;205,38
316;3/10/2337;7:52:29;6155,38;13,54;982,64;2016;365,06;171,22
317;3/10/2338;7:53:59;6246,33;13,72;972,43;2814,13;152,27;130,56
318;3/10/2339;7:55:29;5872,33;13,76;1758,41;1968,89;125,73;96,44
319;3/10/2340;7:56:59;8647,67;12,82;4374;3891,67;67,32;38,61
320;3/10/2341;7:58:29;7886,44;12,63;1021,94;4783,33;134,63;77,22
321;3/10/2342;7:59:59;7766;12,41;908,86;5002,67;201,95;74,33
322;3/10/2343;8:01:29;8097,18;12,26;903,19;5027;269,27;119,38
323;3/10/2344;8:02:59;8024,27;12,23;617;5059,13;116,29;225,11
324;3/10/2345;8:04:29;7481,07;12,36;67;5086,33;131,94;149,38
325;3/10/2346;8:05:59;7402,46;12,42;134;5064,88;185,36;112
326;3/10/2347;8:07:29;7454,5;12,45;201;5025;133,17;99,88
327;3/10/2348;8:08:59;7778,5;12,38;922,31;5000,56;68,43;110,44
328;3/10/2349;8:10:29;8513,83;12,26;1899,36;4966,25;80,08;233,75
329;3/10/2350;8:11:59;9325,47;12,06;2570,12;5011,67;124,38;118,6
330;3/10/2351;8:13:29;9521,4;11,99;2590,18;5026,63;82,64;101
331;3/10/2352;8:14:59;9539,94;11,97;2514,33;5030,78;98;102,1
332;3/10/2353;8:16:29;9674,15;11,95;2518,18;5033,78;183,33;112,25
333;3/10/2354;8:17:59;9799,5;11,94;2670,64;5046,43;76,71;221,22
334;3/10/2355;8:19:29;11126,83;11,76;4321,56;4601,27;168,22;127,38
335;3/10/2356;8:20:59;8139,94;12,25;954,27;4241,88;326,69;157,13
336;3/10/2357;8:22:29;7448,11;12,45;1613,25;3572,78;117,36;112,78
337;3/10/2358;8:23:59;8021,06;12,45;2542,13;3498,1;100,79;107
338;3/10/2359;8:25:29;8626,69;12,37;3283,21;3519,78;156,25;245,11
339;3/10/2360;8:26:59;11026,13;11,9;6256,22;3526,13;18,5;278
340;3/10/2361;8:28:29;12208,89;11,62;6244,25;4386;37;93,67
341;3/10/2362;8:29:59;11919,57;11,7;6331,43;3216;235,61;217
342;3/10/2363;8:31:29;9845,06;12,1;6410,81;801,5;200,17;167,33
343;3/10/2364;8:32:59;9032,41;12,31;6402,06;404,86;152,76;174,78
344;3/10/2365;8:34:29;7480;12,62;4476,33;29,33;311,44;215,14
345;3/10/2366;8:35:59;8641,81;12,53;6134,58;610,89;32;205
346;3/10/2367;8:37:29;8671,69;12,52;5355,06;1380,14;121,42;129,67
347;3/10/2368;8:38:59;8761,35;12,45;4482,8;2461,33;154,11;92,25
348;3/10/2369;8:40:29;8982,29;12,4;4002,57;2730,29;165,12;97
349;3/10/2370;8:41:59;6556,28;12,94;964,38;2374,78;251,93;249,78
350;3/10/2371;8:43:29;7043,4;12,98;951;4488,67;164,76;189,11
351;3/10/2372;8:44:59;4323,13;13,36;1000,43;845,6;337,41;146,9
